sigungu,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
부산광역시 동래구 안락동,308,0308,0000,에코하임,전세,47.2585,202009,7,19000,0,3,2020,명안로10번길 34
부산광역시 동래구 안락동,995-5,0995,0005,용강빌라,전세,59.52,202009,7,5000,0,3,1995,명륜로112번길 175-3
부산광역시 동래구 안락동,449-32,0449,0032,월드빌,월세,19.78,202009,15,400,41,4,2011,명안로26번길 26
부산광역시 동래구 안락동,437-24,0437,0024,태양에이스,월세,14.19,202009,27,500,30,5,2010,명안로9번길 69
부산광역시 동래구 온천동,1450-57,1450,0057,(1450-57),월세,58.92,202009,18,6000,30,2,2001,여고북로123번길 60-4
부산광역시 동래구 온천동,395-5,0395,0005,(395-5),전세,20.76,202009,7,5000,0,4,2011,우장춘로56번길 20
부산광역시 동래구 온천동,1380-18,1380,0018,M팰리스,전세,16.125,202009,21,7000,0,12,2018,여고북로33번길 33
부산광역시 동래구 온천동,1378-2,1378,0002,강남럭스빌#6,월세,21.48,202009,9,400,43,5,2013,아시아드대로220번길 48
부산광역시 동래구 온천동,1446-54,1446,0054,굿하우스,월세,50.22,202009,15,500,42,4,2003,충렬대로100번나길 12
부산광역시 동래구 온천동,1453-84,1453,0084,금강빌,월세,14.78,202009,8,2000,20,4,2012,미남로132번길 82
부산광역시 동래구 온천동,1445-5,1445,0005,드림하우스,월세,17.88,202009,25,500,35,3,2012,충렬대로100번길 25
부산광역시 동래구 온천동,1454-9,1454,0009,리치빌,월세,17.7,202009,10,2000,16,4,2011,미남로116번길 107
부산광역시 동래구 온천동,1464-27,1464,0027,명가팰리스,전세,27.2268,202009,2,9000,0,2,2020,미남로 100-1
부산광역시 동래구 온천동,1404-12,1404,0012,미남에이스원룸,월세,28.595,202009,16,200,35,4,2003,금강로8번길 113-6
부산광역시 동래구 온천동,1249-4,1249,0004,미래빌,전세,20.01,202009,3,5000,0,6,2012,사직북로28번길 186
부산광역시 동래구 온천동,1249-4,1249,0004,미래빌,전세,16.56,202009,6,5000,0,4,2012,사직북로28번길 186
부산광역시 동래구 온천동,444-32,0444,0032,샤롯데,전세,19.72,202009,17,6000,0,2,2012,차밭골로21번길 41
부산광역시 동래구 온천동,1454-4,1454,0004,스위스빌,월세,12.49,202009,1,1000,31,2,2013,미남로132번길 96
부산광역시 동래구 온천동,1454-4,1454,0004,스위스빌,월세,15.02,202009,10,500,35,4,2013,미남로132번길 96
부산광역시 동래구 온천동,1441-56,1441,0056,시티파크,월세,15.06,202009,8,500,28,4,2011,중앙대로1307번길 24
부산광역시 동래구 온천동,1410-42,1410,0042,해든빌,월세,17.16,202009,7,500,35,3,2011,여고북로23번길 43
부산광역시 동래구 온천동,155-6,0155,0006,허브하우스,전세,23.06,202009,22,8000,0,4,2013,온천장로 112-7
부산광역시 동래구 칠산동,37-1,0037,0001,건성빌라,월세,56.98,202009,1,1000,30,1,1994,동래로159번길 141
부산광역시 동래구 칠산동,2-37,0002,0037,그린빌라,월세,47.2,202009,24,1300,15,3,1992,칠산로60번길 5
부산광역시 동래구 칠산동,1-149,0001,0149,성우빌라,전세,45.1,202009,25,3000,0,3,1991,칠산로39번가길 69-4
부산광역시 동래구 칠산동,81-4,0081,0004,유흥그린파크빌라,전세,43.35,202009,15,3000,0,3,1994,칠산로60번길 15
부산광역시 동래구 칠산동,126-7,0126,0007,한마음빌라,전세,59.08,202009,17,8000,0,4,2004,동래로 199
부산광역시 부산진구 가야동,57-14,0057,0014,복하우스,전세,15.8,202009,22,4700,0,5,2011,가야대로587번길 10-1
부산광역시 부산진구 가야동,361-13,0361,0013,삼익비동,전세,55.29,202009,18,3000,0,4,2001,엄광로248번길 9
부산광역시 부산진구 가야동,50-12,0050,0012,성광빌,월세,28.81,202009,28,4500,40,2,2013,가야대로679번길 123
부산광역시 부산진구 가야동,361-258,0361,0258,정옥에이동,월세,23.17,202009,16,300,15,2,2004,엄광로256번길 37-1
부산광역시 부산진구 가야동,300-22,0300,0022,제이엠하우스,전세,24.69,202009,4,9000,0,2,2016,가야대로572번길 7-6
부산광역시 부산진구 가야동,57-11,0057,0011,태영아너스퀀,월세,22.9,202009,2,2000,55,9,2020,가야대로587번길 14-1
부산광역시 부산진구 가야동,57-11,0057,0011,태영아너스퀀,월세,16.71,202009,12,8000,30,8,2020,가야대로587번길 14-1
부산광역시 부산진구 개금동,813,0813,0000,금강블루빌,월세,18.94,202009,25,500,31,3,2012,복지로 36
부산광역시 부산진구 개금동,339-17,0339,0017,더퍼스트빌,전세,59.76,202009,9,17000,0,2,2018,개금본동로9번길 8
부산광역시 부산진구 개금동,177-101,0177,0101,미즈디,전세,21.97,202009,16,8500,0,3,2013,복지로21번길 39-6
부산광역시 부산진구 개금동,523-34,0523,0034,미즈에스,월세,14.15,202009,28,3000,24,6,2013,복지로21번길 1
부산광역시 부산진구 개금동,523-34,0523,0034,미즈에스,전세,25.38,202009,28,10500,0,4,2013,복지로21번길 1
부산광역시 부산진구 개금동,523-32,0523,0032,에이스빌,전세,19.1,202009,4,8000,0,4,2014,복지로21번길 5-7
부산광역시 부산진구 개금동,171-22,0171,0022,유나베네스IV,전세,22.77,202009,13,8000,0,2,2013,냉정로 217-4
부산광역시 부산진구 개금동,523-25,0523,0025,제우스(ZEUS),월세,20.89,202009,13,500,35,3,2013,복지로21번길 5-6
부산광역시 부산진구 개금동,419-8,0419,0008,파란채원룸,전세,15.793,202009,4,5000,0,4,2012,개금본동로17번길 67
부산광역시 부산진구 개금동,177-22,0177,0022,햇살가득,전세,13.46,202009,1,4500,0,3,2014,복지로13번길 67-5
부산광역시 부산진구 개금동,395-5,0395,0005,행복한빌라,전세,59.94,202009,10,14000,0,5,2012,개금본동로23번길 61
부산광역시 부산진구 개금동,395-5,0395,0005,행복한빌라,전세,59.94,202009,17,14000,0,5,2012,개금본동로23번길 61
부산광역시 부산진구 개금동,5-2,0005,0002,호정센트럴,전세,47.46,202009,10,15000,0,3,2016,개금본동로4번길 56
부산광역시 부산진구 범전동,68-25,0068,0025,규경빌B동,전세,58.25,202009,26,7000,0,5,2005,범양로41번길 27
부산광역시 부산진구 범전동,74-53,0074,0053,대원2차,전세,59.82,202009,4,8000,0,5,2006,범양로 63-1
부산광역시 부산진구 범전동,9-51,0009,0051,세진빌라,전세,76.02,202009,16,10000,0,2,1997,양성로 9
부산광역시 부산진구 범전동,9-51,0009,0051,세진빌라,전세,72.31,202009,18,10000,0,1,1997,양성로 9
부산광역시 부산진구 범천동,851-3,0851,0003,대동레미안센트럴시티,전세,24.18,202009,9,10000,0,15,2016,황령대로30번길 68
부산광역시 부산진구 범천동,851-3,0851,0003,대동레미안센트럴시티,전세,22.27,202009,21,8000,0,15,2016,황령대로30번길 68
부산광역시 부산진구 범천동,739-14,0739,0014,부성하이츠빌라,월세,21.3,202009,26,200,32,3,2002,범일로153번길 21
부산광역시 부산진구 범천동,62-162,0062,0162,삼오골든루체,월세,13.99,202009,14,3000,20,11,2019,범일로125번길 34
부산광역시 부산진구 부암동,124-19,0124,0019,새운타운,전세,41.2297,202009,1,20000,0,12,2020,신천대로216번길 30
부산광역시 부산진구 부전동,415-34,0415,0034,누리마을,월세,13.585,202009,8,500,40,2,2014,서면문화로53번길 59
부산광역시 부산진구 부전동,420-5,0420,0005,누보,전세,19.72,202009,11,5000,0,4,2011,가야대로755번길 35
부산광역시 부산진구 부전동,392-50,0392,0050,더숲14차,월세,14.52,202009,14,6000,10,7,2019,부전로 139
부산광역시 부산진구 부전동,415-5,0415,0005,동양캐슬,월세,16.2,202009,8,500,36,5,2014,부전로111번길 27
부산광역시 부산진구 부전동,508-28,0508,0028,동진파크빌,월세,17.12,202009,9,300,46,4,2014,가야대로750번길 10
부산광역시 부산진구 부전동,510-3,0510,0003,부일마이우스서면,월세,17.98,202009,22,3300,29,5,2013,가야대로750번길 20
부산광역시 부산진구 부전동,414-1,0414,0001,스카이빌,월세,19.8,202009,12,500,48,5,2013,가야대로755번길 55-7
부산광역시 부산진구 부전동,420-8,0420,0008,에덴빌,월세,14.98,202009,4,300,47,3,2014,가야대로755번길 39-5
부산광역시 부산진구 부전동,513-26,0513,0026,참조은빌,전세,18.71,202009,10,5500,0,6,2013,가야대로750번길 47
부산광역시 부산진구 부전동,513-26,0513,0026,참조은빌,전세,18.71,202009,10,5500,0,6,2013,가야대로750번길 47
부산광역시 부산진구 부전동,410-1,0410,0001,화이트빌,전세,18.46,202009,1,8000,0,5,2012,가야대로755번길 67-5
부산광역시 부산진구 양정동,310-9,0310,0009,단아,월세,15.52,202009,16,500,35,4,2014,연수로11번길 16
부산광역시 부산진구 양정동,397-7,0397,0007,더유나2,전세,29.83,202009,3,8000,0,3,2016,거제대로36번가길 6
부산광역시 부산진구 양정동,106-5,0106,0005,라온누리빌,월세,20.68,202009,25,3000,33,8,2020,양정로3번길 23
부산광역시 부산진구 양정동,254-5,0254,0005,보성오페라1차,전세,25.97,202009,29,8000,0,3,2012,거제천로 42
부산광역시 부산진구 양정동,257-23,0257,0023,보성오페라블루,월세,15.84,202009,19,2000,25,5,2014,동평로405번길 103
부산광역시 부산진구 양정동,359-6,0359,0006,블루문,전세,19.22,202009,10,7500,0,3,2020,중앙대로941번길 66-1
부산광역시 부산진구 양정동,359-6,0359,0006,블루문,전세,19.22,202009,15,7500,0,4,2020,중앙대로941번길 66-1
부산광역시 부산진구 양정동,359-6,0359,0006,블루문,전세,28.85,202009,22,11000,0,3,2020,중앙대로941번길 66-1
부산광역시 부산진구 양정동,318-30,0318,0030,블루오션C동,월세,21.13,202009,14,2000,40,9,2019,중앙대로941번길 61
부산광역시 부산진구 양정동,445-195,0445,0195,삼익,전세,56.46,202009,9,5000,0,4,1996,양성로89번길 15
부산광역시 부산진구 양정동,445-195,0445,0195,삼익,전세,80.85,202009,14,12000,0,2,1996,양성로89번길 15
부산광역시 부산진구 양정동,445-136,0445,0136,삼주A동,월세,57.25,202009,10,1000,25,4,2001,양성로91번길 12
부산광역시 부산진구 양정동,197-1,0197,0001,서로빌리지,월세,49.78,202009,25,2000,60,9,2017,중앙대로979번길 26-10
부산광역시 부산진구 양정동,445-282,0445,0282,성우황토,월세,55.53,202009,15,1000,30,3,2001,양성로59번길 4
부산광역시 부산진구 양정동,399-3,0399,0003,스위트하우스,월세,15.15,202009,1,500,36,5,2012,거제대로36번가길 13
부산광역시 부산진구 양정동,312-7,0312,0007,유림위너스,전세,26.51,202009,1,12000,0,9,2017,거제천로 2
부산광역시 부산진구 양정동,312-7,0312,0007,유림위너스,전세,26.51,202009,1,12000,0,9,2017,거제천로 2
부산광역시 부산진구 양정동,311-8,0311,0008,유림팰리스,월세,19.16,202009,26,2000,31,7,2017,거제천로 12
부산광역시 부산진구 양정동,445-153,0445,0153,정원(가),전세,59.78,202009,8,5500,0,3,1999,양성로91번가길 13
부산광역시 부산진구 양정동,138-7,0138,0007,정원스카이힐,월세,27.35,202009,22,6000,30,3,2013,연제로9번길 53
부산광역시 부산진구 양정동,116-25,0116,0025,제니스빌,전세,24.32,202009,4,6000,0,4,2012,연수로54번길 5-6
부산광역시 부산진구 양정동,116-25,0116,0025,제니스빌,월세,26.54,202009,11,1000,44,3,2012,연수로54번길 5-6
부산광역시 부산진구 양정동,445-94,0445,0094,창지,전세,42.38,202009,28,8000,0,3,2004,범양로117번길 21-4
부산광역시 부산진구 양정동,445-94,0445,0094,창지,전세,42.38,202009,28,6000,0,3,2004,범양로117번길 21-4
부산광역시 부산진구 양정동,184-9,0184,0009,페이스뷰,전세,16.02,202009,28,5500,0,5,2012,동평로405번길 123
부산광역시 부산진구 양정동,184-9,0184,0009,페이스뷰,전세,23.33,202009,28,7000,0,6,2012,동평로405번길 123
부산광역시 부산진구 양정동,462-18,0462,0018,하승1차,전세,59.23,202009,26,8000,0,3,2002,양성로91번길 6
부산광역시 부산진구 양정동,359-14,0359,0014,힐링하우스,월세,17.72,202009,6,2000,23,8,2017,동평로397번길 39
부산광역시 부산진구 연지동,220-12,0220,0012,초원파크빌,월세,75.42,202009,1,3000,10,5,2011,연지로43번길 3
부산광역시 부산진구 전포동,33-123,0033,0123,광보빌,전세,59.7,202009,23,8000,0,3,2004,진남로435번길 25
부산광역시 부산진구 전포동,191-867,0191,0867,기하그린빌라(3차),전세,59.82,202009,19,9000,0,1,2000,진남로 378
부산광역시 부산진구 전포동,662-17,0662,0017,더휴캐슬랜드,전세,22.43,202009,5,5500,0,2,2013,동천로108번길 21
부산광역시 부산진구 전포동,662-17,0662,0017,더휴캐슬랜드,전세,15.91,202009,23,5500,0,3,2013,동천로108번길 21
부산광역시 부산진구 전포동,363-3,0363,0003,동성하늘채,월세,17.355,202009,6,2000,28,5,2013,동성로15번길 35
부산광역시 부산진구 전포동,671-19,0671,0019,베스아이,월세,43.49,202009,25,6000,50,12,2016,서전로46번길 20
부산광역시 부산진구 전포동,197-20,0197,0020,보라빌,월세,22.35,202009,22,700,33,3,2011,전포대로246번길 13-4
부산광역시 부산진구 전포동,373-17,0373,0017,블루빌,전세,18.08,202009,23,6000,0,2,2013,전포대로132번길 17
부산광역시 부산진구 전포동,202-2,0202,0002,성신원룸,전세,35.645,202009,7,3600,0,7,2002,동성로87번길 29
부산광역시 부산진구 전포동,693-1,0693,0001,세경더뷰,월세,20.76,202009,5,3000,20,5,2013,서전로38번길 82-3
부산광역시 부산진구 전포동,305-6,0305,0006,세원하우스,월세,16.87,202009,23,2000,30,2,2017,동성로71번길 35
부산광역시 부산진구 전포동,649-6,0649,0006,수목하우스다동,전세,21.23,202009,2,6500,0,5,2013,전포대로255번길 24
부산광역시 부산진구 전포동,13-41,0013,0041,신영빌라에이동,전세,36.22,202009,2,5000,0,1,2002,진남로442번길 37
부산광역시 부산진구 전포동,347-13,0347,0013,이리나,월세,14.56,202009,25,1000,42,5,2019,전포대로190번길 18
부산광역시 부산진구 전포동,306-15,0306,0015,제니스빌,월세,19.68,202009,25,300,30,2,2010,서전로58번길 37-7
부산광역시 부산진구 초읍동,271-6,0271,0006,성곡,월세,72.73,202009,28,6500,8,2,1979,새싹로 209
부산광역시 부산진구 초읍동,460-4,0460,0004,초읍맨션,전세,66.6,202009,18,9000,0,3,1984,월드컵대로467번길 15
부산광역시 부산진구 초읍동,233-1,0233,0001,초읍파크(233-1),전세,65.28,202009,26,13000,0,1,1996,초읍천로 113-7
부산광역시 부산진구 초읍동,527-9,0527,0009,한신10동,전세,81.18,202009,11,11000,0,1,1987,성지로74번길 34
부산광역시 북구 구포동,1060-489,1060,0489,그린나래,전세,23.37,202009,2,6200,0,5,2015,구포만세길 111
부산광역시 북구 구포동,398,0398,0000,떠오름,월세,13.02,202009,28,1000,15,8,2017,낙동대로1762번길 56
부산광역시 북구 구포동,423-8,0423,0008,명성빌라가동,전세,45.21,202009,2,8000,0,5,2015,낙동대로1766번길 75-4
부산광역시 북구 구포동,982-4,0982,0004,스카이하우스,전세,22.79,202009,16,5000,0,3,2011,백양대로1102번길 9
부산광역시 북구 구포동,982-4,0982,0004,스카이하우스,월세,17,202009,28,500,32,2,2011,백양대로1102번길 9
부산광역시 북구 구포동,972-33,0972,0033,에이스빌라,전세,75.66,202009,4,8500,0,1,1997,백양대로1074번길 5-16
부산광역시 북구 구포동,469,0469,0000,오션타워,월세,26.66,202009,7,6000,10,2,2012,낙동대로1762번가길 15-3
부산광역시 북구 구포동,1232-19,1232,0019,중앙빌라,월세,47.9,202009,5,2000,30,2,1994,시랑로131번길 7
부산광역시 북구 구포동,1232-19,1232,0019,중앙빌라,월세,47.9,202009,18,1500,35,2,1994,시랑로131번길 7
부산광역시 북구 구포동,1234-37,1234,0037,중앙하이츠빌라(1234-37),전세,63.76,202009,21,7500,0,4,1996,모분재로138번길 8
부산광역시 북구 구포동,1227-31,1227,0031,포천빌라(1227-31),월세,48.25,202009,12,500,28,1,1994,시랑로109번길 9
부산광역시 북구 덕천동,354-3,0354,0003,MIDAS9,월세,17.78,202009,4,5500,15,9,2018,기찰로 34
부산광역시 북구 덕천동,429-41,0429,0041,베스아이골드,전세,15.95,202009,8,6000,0,3,2017,의성로121번길 20
부산광역시 북구 덕천동,451-50,0451,0050,솔드하우스,월세,15.17,202009,25,500,12,3,2011,덕천로 45
부산광역시 북구 덕천동,428-25,0428,0025,자이빌,월세,19.1,202009,8,4600,7,4,2012,만덕대로78번길 46-16
부산광역시 북구 덕천동,333-32,0333,0032,정우리치빌,월세,19.5,202009,28,450,40,4,2012,금곡대로26번길 10-1
부산광역시 북구 덕천동,331-14,0331,0014,정우빌,전세,27,202009,28,6200,0,4,2011,금곡대로25번길 16
부산광역시 북구 만덕동,605-10,0605,0010,스마트웰A,월세,20.03,202009,21,500,40,5,2013,만덕대로290번길 14
부산광역시 북구 만덕동,142,0142,0000,신만덕휴,전세,53.795,202009,7,11500,0,3,2015,덕천로307번길 31
부산광역시 북구 만덕동,861-9,0861,0009,일동,전세,49.79,202009,11,6000,0,1,1989,은행나무로36번길 104
부산광역시 사상구 감전동,121-94,0121,0094,세종엠클래스씨,전세,20.31,202009,8,11000,0,3,2019,괘감로 96-1
부산광역시 사상구 감전동,214-2,0214,0002,아젤리움,월세,20.28,202009,7,300,40,4,2013,사상로104번길 28-27
부산광역시 사상구 감전동,129-53,0129,0053,화승빌라트2차,전세,86.27,202009,5,12000,0,4,2012,새벽시장로57번길 11
부산광역시 사상구 괘법동,553-11,0553,0011,E클레스,전세,18,202009,15,6000,0,5,2012,광장로86번길 32
부산광역시 사상구 괘법동,551-38,0551,0038,LK하우스,전세,19.75,202009,20,6000,0,5,2013,광장로86번길 37
부산광역시 사상구 괘법동,525-34,0525,0034,골든캐슬,전세,18.88,202009,2,5000,0,4,2014,사상로233번길 15-8
부산광역시 사상구 괘법동,525-64,0525,0064,대동레미안1,전세,19.05,202009,28,6000,0,5,2014,사상로223번길 28-3
부산광역시 사상구 괘법동,525-14,0525,0014,더존빌,월세,15.9,202009,11,2000,35,6,2015,사상로233번길 9-8
부산광역시 사상구 괘법동,525-14,0525,0014,더존빌,월세,15.9,202009,11,2000,35,6,2015,사상로233번길 9-8
부산광역시 사상구 괘법동,550-20,0550,0020,디 아너스 A동,월세,17.16,202009,4,1000,37,2,2013,사상로170번길 28-12
부산광역시 사상구 괘법동,266-16,0266,0016,에코빌,월세,20.2113,202009,25,4500,5,4,2011,사상로238번길 23
부산광역시 사상구 괘법동,462,0462,0000,큰별빌라,전세,26.28,202009,1,5000,0,1,2001,광장로105번길 64
부산광역시 사상구 괘법동,462,0462,0000,큰별빌라,전세,27.39,202009,8,4000,0,1,2001,광장로105번길 64
부산광역시 사상구 괘법동,525-4,0525,0004,화승빌,전세,18.14,202009,28,5500,0,4,2013,사상로233번길 11
부산광역시 사상구 덕포동,94-11,0094,0011,대동레미안화승빌,전세,18.35,202009,21,5000,0,4,2016,백양대로703번길 51-30
부산광역시 사상구 모라동,927-5,0927,0005,미소가mora,월세,24.46,202009,21,2000,47,8,2018,사상로470번길 27
부산광역시 사상구 모라동,985-4,0985,0004,제우스,전세,26.6,202009,4,10000,0,4,2018,사상로500번길 15-3
부산광역시 사상구 엄궁동,514-34,0514,0034,뉴 청송,월세,16.32,202009,12,3000,15,5,2015,낙동대로776번길 34
부산광역시 사상구 주례동,166-15,0166,0015,HI-빌8호,월세,20.96,202009,21,1000,40,4,2002,주례로 40-7
부산광역시 사상구 주례동,55-154,0055,0154,금강나이스빌,월세,14.74,202009,26,4500,6,4,2014,가야대로366번길 19-6
부산광역시 사상구 주례동,163-1,0163,0001,동양드림하이,월세,16.08,202009,24,3000,15,9,2012,냉정로 98
부산광역시 사상구 주례동,172-1,0172,0001,동양캐슬,월세,16.36,202009,11,300,35,12,2012,냉정로 103
부산광역시 사상구 주례동,92-15,0092,0015,리버빌하우스,월세,19.23,202009,25,200,28,1,2002,주례로28번길 30
부산광역시 사상구 주례동,55-193,0055,0193,씨앤씨3,월세,16.93,202009,4,300,32,1,2002,가야대로366번길 25-13
부산광역시 사상구 주례동,55-93,0055,0093,영동뷰1,월세,13.026,202009,1,2000,20,3,2010,주례로27번길 38
부산광역시 사상구 주례동,143-5,0143,0005,영동뷰2차,전세,13.9035,202009,7,6000,0,1,2010,냉정로 92
부산광역시 사상구 주례동,54-201,0054,0201,참존빌,전세,18.914,202009,8,8000,0,4,2018,가야대로388번길 38
부산광역시 사상구 주례동,55-89,0055,0089,토담하우스,전세,25.97,202009,19,6500,0,2,2011,가야대로378번길 52
부산광역시 사상구 주례동,55-2,0055,0002,파라다이스,월세,16.8125,202009,20,1000,35,6,2012,주례로9번길 31
부산광역시 사하구 감천동,358,0358,0000,부강하이츠빌라,전세,66.08,202009,22,5000,0,2,1997,원양로356번길 80
부산광역시 사하구 괴정동,1081-13,1081,0013,(1081-13),전세,54.88,202009,9,6300,0,2,1980,승학로 175
부산광역시 사하구 괴정동,563-60,0563,0060,(563-60),전세,67.18,202009,4,10000,0,1,1997,낙동대로295번길 53
부산광역시 사하구 괴정동,495-9,0495,0009,괴정동 예원하이츠,월세,23.29,202009,24,500,45,2,2016,사하로141번나길 15
부산광역시 사하구 괴정동,555-35,0555,0035,금영빌,전세,18.41,202009,5,4500,0,2,2013,사하로141번길 140
부산광역시 사하구 괴정동,551-44,0551,0044,더존빌4차,전세,49.868,202009,21,14000,0,3,2016,장평로443번길 16
부산광역시 사하구 괴정동,538-1,0538,0001,모닝하우스,전세,43.1349,202009,13,8500,0,3,2018,괴정로244번길 39
부산광역시 사하구 괴정동,539-17,0539,0017,보금자리,전세,49.14,202009,12,13000,0,5,2016,사하로141번나길 97
부산광역시 사하구 괴정동,536-2,0536,0002,성심드림하우스,전세,29.66,202009,8,3000,0,2,2020,괴정로244번길 17
부산광역시 사하구 괴정동,536-2,0536,0002,성심드림하우스,전세,29.9727,202009,24,10000,0,2,2020,괴정로244번길 17
부산광역시 사하구 괴정동,571-43,0571,0043,이브하우스,월세,18.69,202009,8,300,43,7,2013,낙동대로309번길 3
부산광역시 사하구 괴정동,486-10,0486,0010,청기와맨션,전세,78.26,202009,1,10000,0,2,1983,괴정로284번길 6
부산광역시 사하구 괴정동,1229,1229,0000,한울더하임,월세,64.8053,202009,24,731,41,3,2019,다대로 35
부산광역시 사하구 다대동,197-1,0197,0001,다운빌,월세,26.4437,202009,10,1000,45,2,2013,다대동로 55-2
부산광역시 사하구 다대동,197-1,0197,0001,다운빌,월세,26.4437,202009,14,1000,45,2,2013,다대동로 55-2
부산광역시 사하구 다대동,930,0930,0000,대건,월세,42.75,202009,9,500,20,1,1991,윤공단로 103
부산광역시 사하구 다대동,930,0930,0000,대건,전세,42.75,202009,16,4000,0,2,1991,윤공단로 103
부산광역시 사하구 다대동,930,0930,0000,대건,전세,42.75,202009,19,4000,0,1,1991,윤공단로 103
부산광역시 사하구 당리동,33-35,0033,0035,(33-35),전세,49.4,202009,17,14500,0,3,2019,제석로95번길 26-1
부산광역시 사하구 당리동,33-35,0033,0035,(33-35),전세,47.81,202009,17,14500,0,3,2019,제석로95번길 26-1
부산광역시 사하구 당리동,33-35,0033,0035,(33-35),전세,47.81,202009,23,14000,0,2,2019,제석로95번길 26-1
부산광역시 사하구 당리동,320-32,0320,0032,배룡홈빌리지,전세,103.17,202009,29,17000,0,1,1998,승학로 94
부산광역시 사하구 당리동,320-32,0320,0032,배룡홈빌리지,전세,103.17,202009,29,17000,0,1,1998,승학로 94
부산광역시 사하구 당리동,320-32,0320,0032,배룡홈빌리지,전세,103.17,202009,29,17000,0,1,1998,승학로 94
부산광역시 사하구 당리동,337-13,0337,0013,부성빌,전세,15.97,202009,4,4000,0,7,2012,괴정로 127
부산광역시 사하구 당리동,337-13,0337,0013,부성빌,전세,15.23,202009,23,4500,0,5,2012,괴정로 127
부산광역시 사하구 당리동,337-9,0337,0009,아람,전세,56.18,202009,23,15000,0,3,2015,다대로5번길 14
부산광역시 사하구 당리동,326-7,0326,0007,우성맨션,전세,48.23,202009,24,11000,0,4,1981,제석로18번길 56
부산광역시 사하구 당리동,329-8,0329,0008,퍼스트빌,전세,45.13,202009,18,11500,0,1,2013,동매로 152
부산광역시 사하구 당리동,312-12,0312,0012,한일맨션,월세,71.07,202009,20,5000,30,3,1982,승학로 49
부산광역시 사하구 장림동,274-3,0274,0003,대동레미안,전세,26.2,202009,8,6000,0,3,2014,다대로271번길 4
부산광역시 사하구 장림동,22-3,0022,0003,명지휴빌,월세,48.31,202009,23,500,40,3,2013,두송로26번길 50
부산광역시 사하구 장림동,22-3,0022,0003,명지휴빌,월세,48.31,202009,23,500,45,2,2013,두송로26번길 50
부산광역시 사하구 장림동,538-33,0538,0033,아미하이츠빌라 나동(538-33),전세,64.06,202009,1,6000,0,3,1995,장평로41번길 33
부산광역시 사하구 장림동,325-87,0325,0087,해피하우스,전세,18.07,202009,10,4000,0,5,2011,장림번영로37번길 6
부산광역시 사하구 하단동,1185-3,1185,0003,그레이트 빌,월세,23.8,202009,3,4000,27,5,2016,하신번영로201번길 16
부산광역시 사하구 하단동,517-14,0517,0014,동호마을,전세,19.4,202009,10,5500,0,2,2013,낙동남로1389번길 13-7
부산광역시 사하구 하단동,514-23,0514,0023,라온,월세,13.3925,202009,23,300,37,5,2013,하신번영로300번길 104-1
부산광역시 사하구 하단동,501-2,0501,0002,백조,전세,73.32,202009,16,10500,0,3,1983,낙동대로575번길 72
부산광역시 사하구 하단동,484-12,0484,0012,성덕하이빌,전세,73.23,202009,8,12500,0,2,2003,하신번영로380번길 66
부산광역시 사하구 하단동,595-3,0595,0003,유나W,월세,15.48,202009,22,2000,25,4,2014,하신중앙로335번길 77
부산광역시 사하구 하단동,310,0310,0000,유성,전세,29.19,202009,26,2000,0,1,1981,동매로104번길 13
부산광역시 사하구 하단동,900-11,0900,0011,하모니하우스,월세,21.01,202009,18,3500,20,8,2018,동매로15번길 10
부산광역시 사하구 하단동,870-74,0870,0074,한영뷰,전세,12.61,202009,19,5500,0,7,2018,낙동남로1357번길 17
부산광역시 서구 동대신동1가,323-4,0323,0004,성경빌,월세,15.3,202009,19,500,34,3,2011,대영로86번길 61
부산광역시 서구 동대신동1가,323-4,0323,0004,성경빌,전세,15.3,202009,19,4000,0,6,2011,대영로86번길 61
부산광역시 서구 동대신동3가,94-1,0094,0001,21세기원룸,월세,30.8,202009,23,1000,30,3,2002,망양로 95-2
부산광역시 서구 동대신동3가,13-20,0013,0020,골드캐슬,월세,20.34,202009,28,2000,30,3,2011,대신공원로 7-8
부산광역시 서구 동대신동3가,123-12,0123,0012,알파하우스,월세,17.13,202009,28,2000,35,7,2013,망양로 88
부산광역시 서구 부민동2가,9-2,0009,0002,올리브레지던스,전세,20.121,202009,13,5250,0,7,2012,임시수도기념로 21-25
부산광역시 서구 부민동2가,9-13,0009,0013,한누리타워,월세,39.92,202009,2,10000,8,7,2017,구덕로199번길 20
부산광역시 서구 부민동2가,17-3,0017,0003,해동그린원룸,전세,21.66,202009,5,6970,0,13,2019,구덕로193번길 22-1
부산광역시 서구 부민동2가,17-3,0017,0003,해동그린원룸,월세,21.66,202009,11,3000,33,12,2019,구덕로193번길 22-1
부산광역시 서구 부민동3가,65,0065,0000,유창빌라,월세,90.69,202009,29,500,30,1,1992,구덕로193번길 40
부산광역시 서구 부용동1가,34-5,0034,0005,쉐르빌리지,월세,14.721,202009,12,1000,35,4,2014,구덕로244번길 13
부산광역시 서구 부용동1가,41-2,0041,0002,아이파크,전세,24.73,202009,21,9000,0,5,2014,흑교로105번길 23
부산광역시 서구 부용동2가,76-1,0076,0001,동아원룸,월세,19.27,202009,1,200,30,1,2004,부용로32번길 24-2
부산광역시 서구 부용동2가,9-11,0009,0011,미소빌,월세,22.55,202009,20,2000,34,4,2011,구덕로249번길 10
