sigungu,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
부산광역시 서구 부용동2가,28-2,0028,0002,태영아너스,월세,20.17,202009,12,4000,35,2,2019,부용로38번길 7
부산광역시 서구 부용동2가,28-2,0028,0002,태영아너스,월세,16.37,202009,17,2000,43,2,2019,부용로38번길 7
부산광역시 서구 서대신동2가,20,0020,0000,(20-0),월세,18.01,202009,1,500,50,4,2011,대영로45번길 50
부산광역시 서구 서대신동2가,20,0020,0000,(20-0),월세,18.01,202009,4,500,39,2,2011,대영로45번길 50
부산광역시 서구 서대신동2가,20,0020,0000,(20-0),월세,19.11,202009,14,1000,35,4,2011,대영로45번길 50
부산광역시 서구 서대신동2가,20,0020,0000,(20-0),전세,21.955,202009,25,4500,0,3,2011,대영로45번길 50
부산광역시 서구 서대신동2가,166-2,0166,0002,파크스위트,전세,68.93,202009,2,20000,0,6,2017,구덕로305번길 42
부산광역시 서구 서대신동3가,651,0651,0000,낙동빌라,월세,71.52,202009,2,5000,6,4,1995,대신로45번길 27
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,월세,15.265,202009,8,6000,40,5,2020,대신공원로 37-1
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,월세,15.277,202009,11,6000,5,5,2020,대신공원로 37-1
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,전세,15.277,202009,11,6500,0,3,2020,대신공원로 37-1
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,전세,15.265,202009,21,12000,0,4,2020,대신공원로 37-1
부산광역시 서구 서대신동3가,61-75,0061,0075,대신엘리시움,전세,16.739,202009,28,12000,0,5,2020,대신공원로 37-1
부산광역시 서구 서대신동3가,61-17,0061,0017,동아드림파크,월세,28.94,202009,13,1000,30,2,2003,보수대로320번길 94
부산광역시 서구 서대신동3가,425,0425,0000,서대신 파밀리에,월세,16.55,202009,24,1000,40,5,2019,구덕로327번길 45
부산광역시 서구 서대신동3가,61-51,0061,0051,케빈하우스(61-51),월세,15.7,202009,29,2000,45,5,2018,보수대로280번길 39-7
부산광역시 서구 아미동1가,25-3,0025,0003,수현빌리지,전세,14.6871,202009,3,7000,0,2,2020,구덕로165번길 21
부산광역시 서구 아미동1가,25-3,0025,0003,수현빌리지,전세,15.1506,202009,15,7500,0,2,2020,구덕로165번길 21
부산광역시 서구 아미동2가,126-4,0126,0004,포레스타.에이엠(Foresta.am),전세,22.94,202009,4,8000,0,1,2019,해돋이로269번길 6
부산광역시 서구 토성동1가,8-15,0008,0015,건원안단테스위트,전세,28.22,202009,7,7500,0,4,2011,까치고개로 251-12
부산광역시 서구 토성동2가,1-2,0001,0002,대경하우스,월세,14.65,202009,12,1000,40,6,2016,까치고개로229번길 46
부산광역시 서구 토성동2가,8-2,0008,0002,안단테,월세,17.78,202009,19,3000,35,8,2019,까치고개로239번길 27
부산광역시 서구 토성동4가,18-13,0018,0013,로하스파크,전세,12.08,202009,1,5500,0,5,2013,구덕로120번길 11
부산광역시 서구 토성동5가,52-5,0052,0005,토성프라임,전세,22.61,202009,15,5000,0,6,2018,천마로231번길 24
부산광역시 수영구 광안동,1055-24,1055,0024,(1055-24),전세,20.4074,202009,28,7000,0,3,2017,광서로36번길 17-7
부산광역시 수영구 광안동,120-32,0120,0032,(120-32),전세,24.1028,202009,1,11000,0,2,2017,무학로 24-8
부산광역시 수영구 광안동,104-30,0104,0030,강남럭스빌3,전세,19.1,202009,10,10000,0,4,2016,무학로49번길 47
부산광역시 수영구 광안동,104-30,0104,0030,강남럭스빌3,전세,19.1,202009,25,8925,0,4,2016,무학로49번길 47
부산광역시 수영구 광안동,104-30,0104,0030,강남럭스빌3,전세,19.1,202009,25,8925,0,4,2016,무학로49번길 47
부산광역시 수영구 광안동,104-30,0104,0030,강남럭스빌3,전세,19.1,202009,26,9450,0,2,2016,무학로49번길 47
부산광역시 수영구 광안동,104-30,0104,0030,강남럭스빌3,전세,19.1,202009,26,9450,0,2,2016,무학로49번길 47
부산광역시 수영구 광안동,1055-31,1055,0031,강남럭스빌5,전세,26.2,202009,14,9000,0,3,2017,광서로40번길 10
부산광역시 수영구 광안동,135-19,0135,0019,건왕제이파크6,월세,14.9604,202009,26,6000,12,2,2018,수영로600번길 50
부산광역시 수영구 광안동,186-30,0186,0030,골드리치하우스,월세,30.04,202009,26,3000,40,2,2012,광남로83번길 30
부산광역시 수영구 광안동,1036-34,1036,0034,골든마린빌,전세,23.87,202009,23,9000,0,3,2016,망미번영로24번길 9
부산광역시 수영구 광안동,1036-5,1036,0005,골든센텀빌,전세,25.685,202009,24,9400,0,2,2016,연수로364번길 19
부산광역시 수영구 광안동,120-114,0120,0114,골든시티빌,전세,25.82,202009,16,8000,0,5,2012,무학로10번길 7
부산광역시 수영구 광안동,120-114,0120,0114,골든시티빌,월세,14.55,202009,28,500,40,2,2012,무학로10번길 7
부산광역시 수영구 광안동,103-5,0103,0005,광안골든캐슬,전세,66.92,202009,28,20000,0,5,2015,수영로646번길 27
부산광역시 수영구 광안동,158-28,0158,0028,광안그린빌라(158-28),전세,44.28,202009,25,7000,0,4,1995,광안로49번길 40
부산광역시 수영구 광안동,189-3,0189,0003,광안비치빌1,전세,18.59,202009,16,4000,0,4,2011,남천바다로21번길 17
부산광역시 수영구 광안동,115-7,0115,0007,광안하늘채,월세,22.79,202009,6,2000,35,5,2014,무학로21번길 17
부산광역시 수영구 광안동,1077-21,1077,0021,금샘네스빌,전세,24.17,202009,5,8000,0,2,2012,수영로665번길 8
부산광역시 수영구 광안동,101-20,0101,0020,넘버원빌,전세,17.37,202009,11,4500,0,3,2011,수영로646번길 6
부산광역시 수영구 광안동,113-8,0113,0008,노블레스빌,월세,66.76,202009,10,4000,55,3,2004,수영로636번길 38
부산광역시 수영구 광안동,535-16,0535,0016,다성럭스빌,월세,18.67,202009,1,500,49,5,2018,광일로29번가길 12
부산광역시 수영구 광안동,535-16,0535,0016,다성럭스빌,월세,17.36,202009,5,2000,40,4,2018,광일로29번가길 12
부산광역시 수영구 광안동,664-2,0664,0002,대성아르빌,월세,23.97,202009,27,2000,30,2,2008,수영로 647-6
부산광역시 수영구 광안동,501-1,0501,0001,더골드캐슬,월세,18.64,202009,21,9000,10,2,2018,광일로20번가길 26-17
부산광역시 수영구 광안동,501-1,0501,0001,더골드캐슬,전세,17.7,202009,22,10000,0,2,2018,광일로20번가길 26-17
부산광역시 수영구 광안동,120-287,0120,0287,더블유하우스5,월세,21.93,202009,25,300,40,5,2012,무학로10번길 34
부산광역시 수영구 광안동,97-27,0097,0027,더파티하우스,월세,19.75,202009,7,1500,30,5,2013,무학로9번길 72
부산광역시 수영구 광안동,1074-21,1074,0021,두산킹덤2,월세,25.55,202009,14,6000,25,3,2011,광서로16번길 43-3
부산광역시 수영구 광안동,501-17,0501,0017,라이크 리더스,전세,24.53,202009,15,14000,0,5,2020,광일로46번길 20
부산광역시 수영구 광안동,501-17,0501,0017,라이크 리더스,전세,24.53,202009,18,13500,0,4,2020,광일로46번길 20
부산광역시 수영구 광안동,90-5,0090,0005,리더엘스타,전세,78.52,202009,29,25000,0,8,2018,무학로21번길 77-10
부산광역시 수영구 광안동,90-63,0090,0063,리더엘파크,월세,20.85,202009,2,2000,45,6,2018,무학로21번길 77-4
부산광역시 수영구 광안동,186-13,0186,0013,명성빌라트,월세,18.99,202009,1,1000,25,2,2017,광남로83번길 32-3
부산광역시 수영구 광안동,120-170,0120,0170,명성스토리,월세,25.38,202009,10,3000,25,5,2015,수영로610번길 54
부산광역시 수영구 광안동,103-16,0103,0016,명성콜렉트1,월세,16.585,202009,14,2000,38,5,2017,수영로646번길 31
부산광역시 수영구 광안동,103-16,0103,0016,명성콜렉트1,월세,19.2076,202009,15,1000,65,2,2017,수영로646번길 31
부산광역시 수영구 광안동,112-26,0112,0026,보람모비빌,전세,21.475,202009,26,5000,0,4,2011,수영로636번길 35
부산광역시 수영구 광안동,1061-24,1061,0024,보람센텀빌,월세,22.3,202009,9,8000,10,4,2016,연수로396번길 13-1
부산광역시 수영구 광안동,1061-24,1061,0024,보람센텀빌,월세,23.11,202009,24,10000,5,4,2016,연수로396번길 13-1
부산광역시 수영구 광안동,120-189,0120,0189,보람캐슬,월세,16.83,202009,24,1000,33,2,2018,수영로624번길 32-7
부산광역시 수영구 광안동,120-189,0120,0189,보람캐슬,월세,16.83,202009,24,1000,33,2,2018,수영로624번길 32-7
부산광역시 수영구 광안동,1068-1,1068,0001,부경팰리스,월세,19.605,202009,21,8000,12,5,2013,연수로404번길 37
부산광역시 수영구 광안동,186-9,0186,0009,부성베스트빌라2차,전세,55.66,202009,22,12000,0,1,2002,광남로83번길 32-9
부산광역시 수영구 광안동,186-9,0186,0009,부성베스트빌라2차,월세,60.84,202009,26,5000,35,2,2002,광남로83번길 32-9
부산광역시 수영구 광안동,75-27,0075,0027,부일스타리움,월세,45.05,202009,21,18000,10,2,2020,무학로21번길 105
부산광역시 수영구 광안동,75-27,0075,0027,부일스타리움,월세,22.99,202009,24,14000,15,3,2020,무학로21번길 105
부산광역시 수영구 광안동,75-27,0075,0027,부일스타리움,월세,16.34,202009,25,7000,38,4,2020,무학로21번길 105
부산광역시 수영구 광안동,120-251,0120,0251,부자이름,월세,22.521,202009,24,1000,55,5,2017,수영로618번길 42
부산광역시 수영구 광안동,90-58,0090,0058,삼호원룸,월세,20.9,202009,27,300,27,2,2001,수영로666번길 31
부산광역시 수영구 광안동,100-4,0100,0004,서준빌,월세,16.33,202009,26,1000,23,4,2011,수영로652번길 34
부산광역시 수영구 광안동,542-3,0542,0003,성진빌라(542-3),월세,52.38,202009,13,1000,40,2,2002,장대골로 69-1
부산광역시 수영구 광안동,153-5,0153,0005,세종엠스테이Ⅵ,전세,28.24,202009,22,13000,0,4,2017,광안로49번길 17
부산광역시 수영구 광안동,688-11,0688,0011,센텀라온빌,월세,29.29,202009,28,10000,20,5,2016,광서로16번길 13
부산광역시 수영구 광안동,695-3,0695,0003,스마트빌,월세,20.13,202009,18,500,39,2,2011,광서로30번길 28
부산광역시 수영구 광안동,90-56,0090,0056,아델하우스,전세,14.09,202009,22,10000,0,7,2018,수영로666번길 27
부산광역시 수영구 광안동,97-28,0097,0028,아모빌,월세,20.3,202009,2,1000,30,3,2011,무학로9번길 70
부산광역시 수영구 광안동,101-21,0101,0021,아트하우스,월세,16.78,202009,10,1000,39,4,2013,수영로646번길 4
부산광역시 수영구 광안동,101-21,0101,0021,아트하우스,월세,13.38,202009,10,2000,30,2,2013,수영로646번길 4
부산광역시 수영구 광안동,1075-4,1075,0004,영남레미안,월세,15.19,202009,16,200,28,3,2010,광서로16번길 46
부산광역시 수영구 광안동,178-19,0178,0019,오케이비치빌,전세,28.94,202009,29,10000,0,3,2017,수영로528번길 9-5
부산광역시 수영구 광안동,88-4,0088,0004,월드빌,월세,15.84,202009,3,500,32,2,2010,수영로680번길 22
부산광역시 수영구 광안동,1075-27,1075,0027,이룸하우스,월세,19.46,202009,2,5000,14,2,2013,수영로665번길 26
부산광역시 수영구 광안동,1075-27,1075,0027,이룸하우스,전세,31.46,202009,16,10000,0,3,2013,수영로665번길 26
부산광역시 수영구 광안동,157-22,0157,0022,정산페블비치,월세,21.4,202009,6,500,42,2,2013,수영로594번길 120
부산광역시 수영구 광안동,157-22,0157,0022,정산페블비치,전세,13.95,202009,16,4000,0,5,2013,수영로594번길 120
부산광역시 수영구 광안동,134-34,0134,0034,정원스마일,월세,19.29,202009,19,1500,24,3,2010,수영로594번길 91
부산광역시 수영구 광안동,90-59,0090,0059,제이엠스카이,전세,17.9,202009,2,12000,0,5,2020,수영로666번길 35
부산광역시 수영구 광안동,1056-12,1056,0012,제이타운1056,전세,21.785,202009,21,10000,0,4,2017,연수로392번길 42
부산광역시 수영구 광안동,90-1,0090,0001,중앙푸름채,월세,17.86,202009,21,1000,29,5,2011,무학로9번길 86
부산광역시 수영구 광안동,90-1,0090,0001,중앙푸름채,월세,17.86,202009,21,500,31,5,2011,무학로9번길 86
부산광역시 수영구 광안동,540-5,0540,0005,지성빌라,전세,62.4,202009,24,10000,0,2,2000,장대골로68번길 11-14
부산광역시 수영구 광안동,88-33,0088,0033,칸느하우스,전세,16.33,202009,25,4000,0,2,2011,무학로9번길 90
부산광역시 수영구 광안동,501-21,0501,0021,태광하이빌,전세,77.37,202009,21,14000,0,2,2003,광일로20번길 59-1
부산광역시 수영구 광안동,497-2,0497,0002,태백그린하우스,월세,24.525,202009,12,3000,42,4,2017,광일로20번가길 11
부산광역시 수영구 광안동,1170-12,1170,0012,태황빌리지(1170-12),월세,75.66,202009,11,13000,10,3,1997,장대골로76번길 11
부산광역시 수영구 광안동,1077-18,1077,0018,투섬오피스텔,전세,26.49,202009,22,4500,0,4,2012,광서로10번길 36
부산광역시 수영구 광안동,177-9,0177,0009,트라움하우스 17차,월세,17.16,202009,21,2000,40,2,2018,남천바다로15번길 76
부산광역시 수영구 광안동,155-6,0155,0006,트라움하우스13차,전세,22.38,202009,11,9400,0,5,2017,수영로594번길 76
부산광역시 수영구 광안동,719-7,0719,0007,파라다이스A,월세,27.44,202009,14,4000,30,4,2015,광서로30번길 17
부산광역시 수영구 광안동,133-37,0133,0037,파스텔,전세,18.68,202009,10,8000,0,3,2017,수영로600번길 81-3
부산광역시 수영구 광안동,186-4,0186,0004,풍신빌라,전세,62.78,202009,30,16000,0,4,2001,남천바다로9번길 16
부산광역시 수영구 광안동,135-3,0135,0003,하늘마루,월세,28.19,202009,20,12000,20,3,2017,수영로600번길 62
부산광역시 수영구 광안동,115-14,0115,0014,한솔리치빌,월세,18.43,202009,14,1500,25,2,2011,수영로642번길 24
부산광역시 수영구 광안동,135-8,0135,0008,해마루,전세,46.54,202009,14,12000,0,5,2016,수영로600번길 58
부산광역시 수영구 광안동,135-8,0135,0008,해마루,월세,22.34,202009,18,300,40,4,2016,수영로600번길 58
부산광역시 수영구 광안동,176-5,0176,0005,해왕베스트빌라,월세,30.4,202009,23,300,35,2,1998,수영로528번길 30-1
부산광역시 수영구 광안동,96-28,0096,0028,홍재원룸,월세,17.805,202009,26,200,35,2,2009,수영로660번길 8
부산광역시 수영구 광안동,129-43,0129,0043,화담파크밸리,월세,15.32,202009,8,6500,10,3,2019,무학로52번길 36-1
부산광역시 수영구 광안동,101-31,0101,0031,화이트캐슬,월세,19.72,202009,10,7000,6,5,2013,수영로642번길 25
부산광역시 수영구 광안동,120-216,0120,0216,화이트하우스,월세,14.32,202009,21,200,33,4,2012,수영로624번길 17
부산광역시 수영구 광안동,120-147,0120,0147,화이트하우스2,전세,24.28,202009,14,10000,0,4,2015,무학로10번길 22
부산광역시 수영구 광안동,120-281,0120,0281,화이트하우스3,월세,20.08,202009,25,100,43,9,2016,무학로10번길 28
부산광역시 수영구 남천동,9-12,0009,0012,W-HOUSE III,전세,24.42,202009,11,6000,0,5,2011,광남로22번길 15-4
부산광역시 수영구 남천동,30-2,0030,0002,동진비치,월세,14.08,202009,10,2000,30,5,2014,수영로476번길 10
부산광역시 수영구 남천동,228,0228,0000,동화,전세,66.36,202009,4,13000,0,2,1983,수영로388번길 25-4
부산광역시 수영구 남천동,21-2,0021,0002,봉황,전세,41.55,202009,8,3000,0,2,1980,남천동로22번길 33
부산광역시 수영구 남천동,21-2,0021,0002,봉황,월세,50.81,202009,28,7000,20,1,1980,남천동로22번길 33
부산광역시 수영구 남천동,28-7,0028,0007,블루밍하우스,월세,20.37,202009,14,1000,25,3,2011,남천바다로10번길 83
부산광역시 수영구 남천동,52-30,0052,0030,태원하우스,월세,18.2,202009,12,300,40,5,2010,황령산로7번길 9
부산광역시 수영구 남천동,57-3,0057,0003,헤리티지남천,월세,66.48,202009,1,3000,85,5,2016,황령산로7번길 45
부산광역시 수영구 망미동,963-63,0963,0063,글로리수,전세,27.8369,202009,25,15000,0,5,2020,연수로241번길 26-1
부산광역시 수영구 망미동,799-25,0799,0025,금호빌라,전세,66.79,202009,10,9000,0,2,2002,망미로21번길 5
부산광역시 수영구 망미동,799-25,0799,0025,금호빌라,전세,66.79,202009,10,9000,0,2,2002,망미로21번길 5
부산광역시 수영구 망미동,799-25,0799,0025,금호빌라,전세,43.28,202009,11,6000,0,1,2002,망미로21번길 5
부산광역시 수영구 망미동,799-25,0799,0025,금호빌라,전세,66.79,202009,17,9000,0,2,2002,망미로21번길 5
부산광역시 수영구 망미동,457-4,0457,0004,다솜빌라2차,전세,74.73,202009,18,11000,0,2,2003,과정로91번길 55
