"sigungu","bungi","bonbun","bubun","buildingName","area","daejiarea","dealyearmonth","dealDay","dealAmount","floor","buildYear","roadname"
"인천광역시 미추홀구 문학동","352-9","0352","0009","명도빌라","57.27","35.05","202009","28","13,000","4","1996","소성로 271-8"
"인천광역시 미추홀구 문학동","373-11","0373","0011","명동탑스빌","49.98","27.14","202009","25","8,900","1","2001","소성로332번길 30-7"
"인천광역시 미추홀구 문학동","340-5","0340","0005","미래타운다동","59.58","24.57","202009","19","13,500","3","2001","매소홀로541번길 25-12"
"인천광역시 미추홀구 문학동","364-3","0364","0003","삼성맨션6동","54.79","32.26","202009","22","13,500","2","2003","문학길 32"
"인천광역시 미추홀구 문학동","377-14","0377","0014","영화빌라","48.4","37.93","202009","23","11,000","1","1995","소성로 325-8"
"인천광역시 미추홀구 문학동","389-4","0389","0004","인성밸리","76.95","45.7","202009","15","16,400","2","2002","소성로350번길 19-17"
"인천광역시 미추홀구 문학동","355-10","0355","0010","인하월드빌","39.81","19.48","202009","11","8,700","2","2001","매소홀로 528"
"인천광역시 미추홀구 문학동","361-1","0361","0001","전원아트빌C동","58.05","22.14","202009","8","13,500","4","2001","소성로294번길 1"
"인천광역시 미추홀구 문학동","355-15","0355","0015","준빌라트","39.81","24.1","202009","3","8,500","3","2002","문학길 10-20"
"인천광역시 미추홀구 문학동","370-4","0370","0004","한성파크나동","59.82","31.98","202009","16","12,400","1","1998","소성로318번길 18-9"
"인천광역시 미추홀구 숭의동","297-30","0297","0030","(297-30)","48.56","15.3","202009","24","12,500","6","2013","장천로6번길 6"
"인천광역시 미추홀구 숭의동","2-34","0002","0034","J탑스빌","45.09","17.48","202009","10","19,500","4","2014","수봉안길35번길 57"
"인천광역시 미추홀구 숭의동","248-29","0248","0029","가천레스트빌 5동","34.54","15.41","202009","17","5,500","4","2002","독정안길94번길 22-1"
"인천광역시 미추홀구 숭의동","248-157","0248","0157","거빈하이츠","44.9","16.78","202009","12","9,300","3","2002","독정안길 66"
"인천광역시 미추홀구 숭의동","2-124","0002","0124","경진파크빌","58.58","24.03","202009","18","10,500","4","2002","수봉로45번길 39"
"인천광역시 미추홀구 숭의동","72-10","0072","0010","광명빌라","35.26","17.59","202009","7","4,500","-1","1992","경인로78번길 21"
"인천광역시 미추홀구 숭의동","302-6","0302","0006","누보해찬솔(302-6)","68.29","21.91","202009","8","12,000","6","2012","장천로23번길 9"
"인천광역시 미추홀구 숭의동","185-49","0185","0049","대박그린","44.63","15.88","202009","8","10,000","2","2002","경인로42번길 62-19"
"인천광역시 미추홀구 숭의동","185-49","0185","0049","대박그린","47.56","16.92","202009","25","8,000","4","2002","경인로42번길 62-19"
"인천광역시 미추홀구 숭의동","72-56","0072","0056","대우로얄빌라 가동","38.17","21.64","202009","21","4,000","3","1990","경인로116번길 57"
"인천광역시 미추홀구 숭의동","248-146","0248","0146","대종빌라","33.63","18.49","202009","16","2,500","-1","1992","독정안길 71-7"
"인천광역시 미추홀구 숭의동","242-6","0242","0006","두리맨션2차가동","59.52","28.25","202009","24","24,300","5","2003","장천로 81"
"인천광역시 미추홀구 숭의동","146-26","0146","0026","두리안","83.66","33.17","202009","14","25,000","5","2013","미추로64번길 28"
"인천광역시 미추홀구 숭의동","2-82","0002","0082","럭스빌","57.14","27.88","202009","29","13,000","5","2011","경인로144번길 41"
"인천광역시 미추홀구 숭의동","165-5","0165","0005","명가주택","49.99","15.36","202009","10","15,000","4","2015","미추로35번길 10"
"인천광역시 미추홀구 숭의동","248-140","0248","0140","명신빌라8차","39.69","23.2","202009","17","6,000","2","1991","독정안길 71-22"
"인천광역시 미추홀구 숭의동","248-123","0248","0123","부성다세대주택","37.56","22.54","202009","16","5,000","3","1990","독정안길 85-1"
"인천광역시 미추홀구 숭의동","90-1","0090","0001","상록수빌라","36.2","21.8","202009","2","6,600","1","1990","석정로140번길 24"
"인천광역시 미추홀구 숭의동","2-55","0002","0055","성우아트빌","48.25","29.94","202009","18","14,000","5","2015","경인로156번길 43-1"
"인천광역시 미추홀구 숭의동","248-120","0248","0120","성진아트빌 2동","53.14","20.23","202009","12","11,400","3","2002","독정안길 89"
"인천광역시 미추홀구 숭의동","248-189","0248","0189","소망빌리지","53.29","25.18","202009","17","13,500","3","2008","독정안길72번길 7-18"
"인천광역시 미추홀구 숭의동","165-14","0165","0014","송우빌라","35.37","27.67","202009","23","4,500","3","1991","미추로 31"
"인천광역시 미추홀구 숭의동","248-155","0248","0155","숭의동에이원","49.81","27.27","202009","10","13,500","3","2010","독정안길 64-9"
"인천광역시 미추홀구 숭의동","248-224","0248","0224","숭의빌라","50.98","27.63","202009","5","9,900","2","2002","독정이로30번길 27"
"인천광역시 미추홀구 숭의동","339-14","0339","0014","스타뷰","84.54","12.02","202009","3","24,400","13","2016","인주대로35번길 36-14"
"인천광역시 미추홀구 숭의동","2-145","0002","0145","안성맨션B동","57.3","28","202009","7","9,000","4","1995","수봉로45번길 53"
"인천광역시 미추홀구 숭의동","248-141","0248","0141","양지빌라","33.48","15.54","202009","20","5,800","2","1992","독정안길97번길 27"
"인천광역시 미추홀구 숭의동","248-141","0248","0141","양지빌라","33.74","15.64","202009","22","4,000","1","1992","독정안길97번길 27"
"인천광역시 미추홀구 숭의동","248-141","0248","0141","양지빌라","33.48","15.54","202009","30","5,500","1","1992","독정안길97번길 27"
"인천광역시 미추홀구 숭의동","169-19","0169","0019","연세밸리","79.42","29.51","202009","20","15,750","3","2003","독배로462번길 42"
"인천광역시 미추홀구 숭의동","303-18","0303","0018","예찬빌","52.16","18.9","202009","21","15,400","7","2015","독배로473번길 22"
"인천광역시 미추홀구 숭의동","218-13","0218","0013","오웰세림빌라 1동","66.2","32.22","202009","20","13,900","3","2004","경인로116번길 83"
"인천광역시 미추홀구 숭의동","2-122","0002","0122","정광주택","32.91","14.45","202009","9","5,000","2","1993","수봉로45번길 43"
"인천광역시 미추홀구 숭의동","248-90","0248","0090","정원빌라","36.645","29.38","202009","14","3,500","-1","1991","독정이로54번길 16-6"
"인천광역시 미추홀구 숭의동","339-6","0339","0006","제이앤제이팰리스","56.5963","10.55","202009","5","16,800","11","2017","인주대로45번길 39-1"
"인천광역시 미추홀구 숭의동","2-126","0002","0126","청강하이츠맨션","37.375","20.79","202009","15","7,200","1","2001","수봉안길21번길 32"
"인천광역시 미추홀구 숭의동","186-8","0186","0008","태성","43.26","16.83","202009","22","6,800","5","2002","미추로6번길 22"
"인천광역시 미추홀구 숭의동","309-18","0309","0018","하늘정원","70.84","16.41","202009","23","16,000","9","2011","장천로 7-25"
"인천광역시 미추홀구 숭의동","248-152","0248","0152","하이테크빌리지","37.3","17.47","202009","14","3,900","4","2001","독정안길72번길 12"
"인천광역시 미추홀구 숭의동","248-152","0248","0152","하이테크빌리지","37.3","17.47","202009","21","8,200","4","2001","독정안길72번길 12"
"인천광역시 미추홀구 숭의동","248-176","0248","0176","한솔파크빌 A동","39.96","17.26","202009","18","5,500","-1","2002","독정안길 58"
"인천광역시 미추홀구 숭의동","248-126","0248","0126","한진빌라 나동","36.48","17.27","202009","16","5,000","4","1993","독정안길 79-6"
"인천광역시 미추홀구 숭의동","248-106","0248","0106","한진빌라 다동","28.94","16.43","202009","14","7,500","3","1993","독정안길 76"
"인천광역시 미추홀구 숭의동","248-106","0248","0106","한진빌라 다동","28.94","16.43","202009","19","4,500","1","1993","독정안길 76"
"인천광역시 미추홀구 숭의동","166-28","0166","0028","해담아트빌2차(166-28)","51.05","17.26","202009","5","14,300","3","2016","미추로19번길 38"
"인천광역시 미추홀구 숭의동","293-11","0293","0011","해마루","42.72","28.37","202009","15","11,000","4","2008","독배로434번길 14"
"인천광역시 미추홀구 숭의동","148-20","0148","0020","해피드림(148-20)","68.19","9.83","202009","7","22,000","13","2017","경인로41번길 3"
"인천광역시 미추홀구 용현동","450-108","0450","0108","(450-108)","45.9","37.2","202009","9","6,500","3","1982","인주대로132번길 30"
"인천광역시 미추홀구 용현동","454-46","0454","0046","광해맨숀","37.49","15.12","202009","12","4,750","2","1995","수봉남로5번길 26-1"
"인천광역시 미추홀구 용현동","340-11","0340","0011","국일빌라나동","40.14","27.67","202009","10","8,500","3","1992","독배로382번길 33-3"
"인천광역시 미추홀구 용현동","208-7","0208","0007","근애3차","40.6","20.16","202009","24","7,500","2","1991","경인북길 35"
"인천광역시 미추홀구 용현동","208-7","0208","0007","근애3차","34.6","17.18","202009","25","6,500","4","1991","경인북길 35"
"인천광역시 미추홀구 용현동","146-829","0146","0829","금성맨션B동","57.26","19.85","202009","3","11,800","2","2002","수봉남로6번길 18-19"
"인천광역시 미추홀구 용현동","571-37","0571","0037","꿈앤가(571-37)","70.26","32.93","202009","17","15,000","3","2015","낙섬중로105번길 21"
"인천광역시 미추홀구 용현동","86-20","0086","0020","남궁홈타운(104동)","47.44","21.76","202009","25","4,800","-1","2002","재넘이길 129-2"
"인천광역시 미추홀구 용현동","86-7","0086","0007","남궁홈타운(105동)","57.74","23.87","202009","4","11,200","1","2002","재넘이길 133"
"인천광역시 미추홀구 용현동","627-368","0627","0368","네스트빌","69.115","27.68","202009","2","20,200","5","2015","낙섬중로 19-19"
"인천광역시 미추홀구 용현동","207-3","0207","0003","대웅빌라2동","29.16","18.02","202009","24","5,500","4","1993","독배로382번길 30"
"인천광역시 미추홀구 용현동","628-26","0628","0026","대원빌리지","82.77","27.46","202009","17","13,400","3","2008","토금북로18번길 8-9"
"인천광역시 미추홀구 용현동","126-6","0126","0006","동그라미빌라3동","29.91","26.16","202009","25","5,600","2","1993","수봉남로12번길 78-3"
"인천광역시 미추홀구 용현동","557-57","0557","0057","동남아트빌 106동","48.11","23.61","202009","19","10,000","5","2002","낙섬동로 115"
"인천광역시 미추홀구 용현동","456-9","0456","0009","로얄하이츠빌라가동","42.27","13.79","202009","12","8,300","2","1995","독정안길97번길 34"
"인천광역시 미추홀구 용현동","450-303","0450","0303","백상맨션B동","50.13","27.7","202009","21","7,500","2","1996","비룡길42번길 31"
"인천광역시 미추홀구 용현동","207-5","0207","0005","삼성빌라(207-5)","35.2","20.75","202009","18","9,300","3","1994","독배로382번길 38"
"인천광역시 미추홀구 용현동","207-7","0207","0007","삼성주택","35.67","26.64","202009","3","10,000","3","1993","독배로376번길 17-48"
"인천광역시 미추홀구 용현동","420-8","0420","0008","삼영빌라","40.635","25.94","202009","24","4,000","2","1990","경인북길 121"
"인천광역시 미추홀구 용현동","456-15","0456","0015","서광주택","52.06","17.33","202009","19","9,000","1","1998","수봉남로17번길 34"
"인천광역시 미추홀구 용현동","630-29","0630","0029","서하빌라(5동)","50.13","25.33","202009","3","9,900","4","1992","토금남로4번길 13-20"
"인천광역시 미추홀구 용현동","629-107","0629","0107","성복빌라","54.1","30.15","202009","2","11,900","4","2001","토금남로17번길 20"
"인천광역시 미추홀구 용현동","67-10","0067","0010","아이앤팰리스 B동","45.76","30.23","202009","25","9,300","4","2016","경인남길102번길 111-13"
"인천광역시 미추홀구 용현동","67-10","0067","0010","아이앤팰리스 B동","56.19","37.12","202009","28","15,000","2","2016","경인남길102번길 111-13"
"인천광역시 미추홀구 용현동","214-23","0214","0023","양지아트빌라","20.63","11.12","202009","3","5,000","5","2003","비룡길78번길 1"
"인천광역시 미추홀구 용현동","565-81","0565","0081","엔아이빌","42.915","20.66","202009","29","7,500","3","2008","낙섬중로91번길 22-19"
"인천광역시 미추홀구 용현동","210-4","0210","0004","영동하이츠빌라 4동","36.89","27.68","202009","5","5,200","-1","1991","경인북길 59-21"
"인천광역시 미추홀구 용현동","454-178","0454","0178","용현파크뷰","34.43","13.3","202009","3","8,300","2","2016","수봉남로5번길 12-19"
"인천광역시 미추홀구 용현동","577-48","0577","0048","우솔빌(577-48)","50.5","23.1","202009","14","14,000","5","2011","낙섬중로 76-9"
"인천광역시 미추홀구 용현동","627-191","0627","0191","우암빌라(A동)","40.44","25.41","202009","16","6,500","1","1986","낙섬서로20번길 32"
"인천광역시 미추홀구 용현동","454-42","0454","0042","은선빌라","56.51","20.08","202009","12","7,500","1","1995","수봉남로5번길 27"
"인천광역시 미추홀구 용현동","456-625","0456","0625","일인빌라(456-625)","22.98","8.69","202009","28","3,500","4","1997","독정이로30번길 9"
"인천광역시 미추홀구 용현동","624-28","0624","0028","정석스카이뷰","50.86","21.94","202009","15","13,000","3","2003","용오로16번길 15"
"인천광역시 미추홀구 용현동","16-7","0016","0007","정현하이츠","33.08","16.18","202009","21","7,000","2","2010","경인남길102번길 148"
"인천광역시 미추홀구 용현동","16-7","0016","0007","정현하이츠","50.71","24.81","202009","22","12,400","4","2010","경인남길102번길 148"
"인천광역시 미추홀구 용현동","565-57","0565","0057","제일빌라","30.5","17.63","202009","3","7,000","4","1994","낙섬중로91번길 15"
"인천광역시 미추홀구 용현동","212-1","0212","0001","지산탑스빌","68.895","33.09","202009","14","11,000","5","2008","경인북길 75"
"인천광역시 미추홀구 용현동","456-57","0456","0057","진명빌라","48.16","21.42","202009","2","6,000","3","1997","독정이로30번길 6"
"인천광역시 미추홀구 용현동","568-62","0568","0062","청빌라","50.78","23.35","202009","28","9,000","4","2010","낙섬중로105번길 24"
"인천광역시 미추홀구 용현동","443-20","0443","0020","태양하이츠빌(443-20)","45.78","24.48","202009","5","8,500","5","2004","독배로402번길 5-4"
"인천광역시 미추홀구 용현동","628-31","0628","0031","하나로빌라","38.12","16.2","202009","1","9,000","3","2001","낙섬서로49번길 14-9"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","57.46","33.03","202009","22","16,470","2","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","64.03","36.81","202009","22","18,352","2","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","48.11","27.66","202009","22","14,216","3","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","57.46","33.03","202009","22","16,470","3","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","55.44","31.87","202009","22","15,645","3","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","69.81","40.13","202009","22","19,411","3","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","64.03","36.81","202009","22","18,352","3","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","48.11","27.66","202009","22","14,216","4","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","57.46","33.03","202009","22","16,470","4","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","55.44","31.87","202009","22","15,645","4","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","69.81","40.13","202009","22","19,411","4","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","64.03","36.81","202009","22","18,352","4","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","48.11","27.66","202009","22","14,216","5","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","55.44","31.87","202009","22","15,645","5","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","69.81","40.13","202009","22","19,411","5","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","64.03","36.81","202009","22","18,352","5","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","48.11","27.66","202009","22","14,216","2","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","57.46","33.03","202009","22","16,470","5","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","55.44","31.87","202009","22","15,645","2","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","55-119","0055","0119","해솔하우스","69.81","40.13","202009","22","19,411","2","2020","수봉로130번길 44-6"
"인천광역시 미추홀구 용현동","632-72","0632","0072","현대빌라","35.85","22.05","202009","17","5,900","1","1990","토금북로57번길 2"
"인천광역시 미추홀구 용현동","211-9","0211","0009","현보1동","58.87","28.7","202009","29","13,000","2","2004","독배로382번길 54"
"인천광역시 미추홀구 용현동","454-318","0454","0318","홍익아트빌라","39.27","12","202009","5","5,400","4","1996","수봉남로5번길 16"
"인천광역시 미추홀구 용현동","623-37","0623","0037","화인빌","51.12","23.56","202009","11","11,000","4","2010","토금북로27번길 16"
"인천광역시 미추홀구 주안동","227-27","0227","0027","(227-27)","66.11","40.8","202009","10","19,500","2","1979","주안로90번길 5"
"인천광역시 미추홀구 주안동","227-33","0227","0033","(227-33)","66.11","46","202009","8","25,000","1","1979","주안로90번길 19"
"인천광역시 미추홀구 주안동","58-12","0058","0012","LG홈타운","59.17","25.97","202009","25","11,000","1","2002","경원대로875번길 43-11"
"인천광역시 미추홀구 주안동","179-2","0179","0002","갑진하이츠","85","27.51","202009","7","23,000","6","2012","주안중로9번길 18"
"인천광역시 미추홀구 주안동","847-4","0847","0004","건영빌라(2,3동)","34.96","32.41","202009","15","6,700","1","1990","인하로236번길 6"
"인천광역시 미추홀구 주안동","644-2","0644","0002","경신빌라","50.81","22.48","202009","17","10,000","1","1991","인주대로237번길 84"
"인천광역시 미추홀구 주안동","9-13","0009","0013","극동빌라(나동)","41.17","18.3","202009","14","2,950","-1","1992","길파로29번길 37"
"인천광역시 미추홀구 주안동","849-132","0849","0132","금강빌라","45.73","18.25","202009","9","6,900","1","1995","인하로236번길 26-8"
"인천광역시 미추홀구 주안동","35-29","0035","0029","금당빌라(1동)","52.17","29.2","202009","14","8,500","1","1993","경원대로922번길 9"
"인천광역시 미추홀구 주안동","1466-21","1466","0021","남양빌라(2동)","38.04","20.04","202009","26","6,800","1","1990","미추홀대로592번길 14"
"인천광역시 미추홀구 주안동","86-13","0086","0013","누보하이빌","84.52","29.27","202009","6","22,900","4","2010","주안중로 24-1"
"인천광역시 미추홀구 주안동","1518-6","1518","0006","다다주택","50.81","33.83","202009","2","11,200","2","2016","인주대로446번길 11-26"
"인천광역시 미추홀구 주안동","417-61","0417","0061","대광빌라","39.77","29.19","202009","7","11,300","3","1994","인주대로417번길 60"
"인천광역시 미추홀구 주안동","10-199","0010","0199","대양빌라(10-199)","40.07","18.36","202009","18","8,900","2","1992","길파로29번길 82"
"인천광역시 미추홀구 주안동","424-20","0424","0020","대일빌라(424-20)","37.11","23.61","202009","1","7,900","4","1992","경인로380번길 41-27"
"인천광역시 미추홀구 주안동","25-72","0025","0072","대진빌라(가,나동)","37.77","27.81","202009","16","6,800","1","1990","석정로376번길 11-2"
"인천광역시 미추홀구 주안동","259-9","0259","0009","대흥프라임","65.41","37.13","202009","11","15,000","3","2008","경인로438번길 50-2"
"인천광역시 미추홀구 주안동","685-3","0685","0003","더갤러리","50.82","33.02","202009","3","11,750","4","2012","한나루로527번길 15"
"인천광역시 미추홀구 주안동","1343-167","1343","0167","덕성빌라(B동)","40.37","13.63","202009","25","5,200","2","1995","신기길 42-7"
"인천광역시 미추홀구 주안동","1500-17","1500","0017","도원빌라(다동)","37.11","21.39","202009","10","8,500","3","1991","미추홀대로578번길 94"
"인천광역시 미추홀구 주안동","285-25","0285","0025","동명뉴캐슬","47.34","35.09","202009","8","13,000","4","2011","주안로50번길 14"
"인천광역시 미추홀구 주안동","180-6","0180","0006","동원빌라","39.1","24.67","202009","19","5,500","4","1995","주안중로9번길 9"
"인천광역시 미추홀구 주안동","960-2","0960","0002","럭키 플레이스","55.51","7.1","202009","14","18,300","15","2017","경원대로 911-30"
"인천광역시 미추홀구 주안동","1286-6","1286","0006","리산주택","39.05","37.14","202009","9","8,900","1","1998","승학길104번길 11"
"인천광역시 미추홀구 주안동","503-8","0503","0008","무한홈타운(503-8)","34.74","17.19","202009","23","7,900","4","2002","미추홀대로669번길 26"
"인천광역시 미추홀구 주안동","867-80","0867","0080","미래가","59.92","17.7","202009","15","8,600","3","2000","주승로 39-1"
"인천광역시 미추홀구 주안동","679-15","0679","0015","번영빌라","38.765","36.76","202009","2","8,000","1","1990","한나루로515번길 15-31"
"인천광역시 미추홀구 주안동","1522-6","1522","0006","범승포인트빌2동","33.04","20.2","202009","1","8,300","2","2002","인하로339번길 10-34"
"인천광역시 미추홀구 주안동","25-32","0025","0032","베스트빌(3동)","34.43","15.67","202009","8","6,000","4","2000","염창로 39-2"
"인천광역시 미추홀구 주안동","556-7","0556","0007","부흥다세대주택 3동","40.65","25.05","202009","15","13,200","2","1990","제일로40번길 71"
"인천광역시 미추홀구 주안동","556-7","0556","0007","부흥다세대주택 3동","40.65","25.05","202009","19","13,700","2","1990","제일로40번길 71"
"인천광역시 미추홀구 주안동","557-42","0557","0042","부흥다세대주택11동","28.98","20.02","202009","17","8,500","2","1990","한나루로550번길 84-1"
"인천광역시 미추홀구 주안동","556-31","0556","0031","부흥빌라  6동","45.9","28.91","202009","5","15,300","2","1990","제일로40번길 71-1"
"인천광역시 미추홀구 주안동","556-32","0556","0032","부흥빌라 9동","32.66","27.2","202009","9","9,500","2","1990","제일로40번길 73"
"인천광역시 미추홀구 주안동","690-14","0690","0014","삼성","37.46","22.5","202009","16","8,100","4","1991","인주대로251번길 52"
"인천광역시 미추홀구 주안동","1500-6","1500","0006","삼성빌라","39.825","25.25","202009","23","8,800","2","1990","인하로329번길 10-31"
"인천광역시 미추홀구 주안동","31-18","0031","0018","삼성프린스빌(7차)","46.93","24","202009","21","12,000","4","2015","염창로 88-14"
"인천광역시 미추홀구 주안동","992-3","0992","0003","삼웅빌라(가)","40.74","22.99","202009","17","8,500","1","1992","주안로160번길 61"
"인천광역시 미추홀구 주안동","1479-46","1479","0046","삼호맨션","57.95","27.57","202009","10","11,000","1","2002","인주대로417번길 13"
"인천광역시 미추홀구 주안동","1332-204","1332","0204","석정빌라(1동)","28.14","12.45","202009","10","5,500","3","1997","인하로248번길 35-6"
"인천광역시 미추홀구 주안동","564-21","0564","0021","선경빌라(564-21)","59.06","28.58","202009","19","23,254","3","1993","미추홀대로669번길 123"
"인천광역시 미추홀구 주안동","1301-14","1301","0014","선학아이빌(A동)","57.27","25.1","202009","18","12,000","3","2002","승학길 63"
"인천광역시 미추홀구 주안동","1492-37","1492","0037","세영빌","35.52","18.68","202009","9","10,500","4","2012","미추홀대로578번길 58"
"인천광역시 미추홀구 주안동","1492-37","1492","0037","세영빌","34.5","18.15","202009","14","7,800","4","2012","미추홀대로578번길 58"
"인천광역시 미추홀구 주안동","542-2","0542","0002","세인빌라(1,2동)","34.77","19.79","202009","19","10,700","4","1993","남주길125번길 64-34"
"인천광역시 미추홀구 주안동","1593-3","1593","0003","세종하이츠","59.9","30.43","202009","11","11,700","2","2002","경인로504번길 6-46"
"인천광역시 미추홀구 주안동","1593-3","1593","0003","세종하이츠","59.9","30.43","202009","29","12,800","1","2002","경인로504번길 6-46"
"인천광역시 미추홀구 주안동","705-2","0705","0002","소담㉯","42.61","27.19","202009","28","20,000","2","2019","한나루로526번길 49"
"인천광역시 미추홀구 주안동","11-3","0011","0003","수도빌라","29.22","12.8","202009","7","5,600","4","1994","길파로29번길 95"
"인천광역시 미추홀구 주안동","556-3","0556","0003","순주택","54.85","35.54","202009","15","19,000","2","2008","한나루로550번길 95"
"인천광역시 미추홀구 주안동","1515-21","1515","0021","신양베스트4동","59.63","27.04","202009","24","18,900","1","2002","동주길20번길 34"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","70.2","44.32","202009","17","20,159","4","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","58.46","36.91","202009","17","17,124","4","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","70.2","44.32","202009","17","20,159","5","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","58.46","36.91","202009","17","17,124","3","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","58.46","36.91","202009","17","17,124","5","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","70.2","44.32","202009","17","20,159","3","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","70.2","44.32","202009","17","20,159","2","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1477-52","1477","0052","신진주택","58.46","36.91","202009","17","17,124","2","2020","동주길29번길 24"
"인천광역시 미추홀구 주안동","1582-17","1582","0017","신화주택2동","40.79","23.97","202009","12","8,500","2","1990","구월로40번길 6-39"
"인천광역시 미추홀구 주안동","1582-29","1582","0029","쌍용프라임빌(가동)","59.31","30.63","202009","4","13,200","4","2010","구월로40번길 6-27"
"인천광역시 미추홀구 주안동","753-14","0753","0014","아크팰리스","60.11","32.16","202009","26","14,400","5","2015","인하로195번길 23-31"
"인천광역시 미추홀구 주안동","26-82","0026","0082","오필리아 1차","51.68","29.99","202009","15","15,500","5","2016","석정로 352"
"인천광역시 미추홀구 주안동","18-155","0018","0155","우성빌라(5동)","44.79","25.32","202009","3","8,900","4","2001","석정로423번길 13-1"
"인천광역시 미추홀구 주안동","180-5","0180","0005","우정빌라(7차)","48.48","29.11","202009","18","7,000","2","1992","주안중로7번길 12"
"인천광역시 미추홀구 주안동","975-6","0975","0006","웅빈(975-6)","51.84","17.27","202009","9","11,500","4","2002","경원대로887번길 24-28"
"인천광역시 미추홀구 주안동","858-6","0858","0006","원성빌라(나동)","47.94","17","202009","15","9,200","2","1995","신기길30번길 53-80"
"인천광역시 미추홀구 주안동","1499-5","1499","0005","원흥빌라","33.56","18.98","202009","16","3,800","-1","1991","인하로329번길 10-28"
"인천광역시 미추홀구 주안동","1507-4","1507","0004","웰타운","40.78","27.22","202009","3","14,800","5","2016","동주길20번길 16"
"인천광역시 미추홀구 주안동","605-1","0605","0001","유림","42.42","16.14","202009","12","17,664","2","2002","남주길11번길 49"
"인천광역시 미추홀구 주안동","311-48","0311","0048","유지그린빌","58.56","31.73","202009","13","15,900","2","2002","동주길94번길 41"
"인천광역시 미추홀구 주안동","26-86","0026","0086","은하빌라(26-86)","49.39","33.72","202009","11","5,700","3","1986","석정로348번길 15-13"
"인천광역시 미추홀구 주안동","1507","1507","0000","은하연립","57.85","49.16","202009","23","9,000","1","1978","동주길 18"
"인천광역시 미추홀구 주안동","475-9","0475","0009","인정아트빌","47.15","23.7","202009","1","10,000","1","2002","경인로354번길 45"
"인천광역시 미추홀구 주안동","257-8","0257","0008","잉꼬홈타운A","59.14","27.4","202009","15","16,000","3","2003","경원대로807번길 20"
"인천광역시 미추홀구 주안동","1506-11","1506","0011","제니스17차","45.4","12.31","202009","5","16,200","11","2017","동주길10번길 22"
"인천광역시 미추홀구 주안동","52-3","0052","0003","제일아트","39.78","15.03","202009","21","6,450","3","2000","주안로160번길 14"
"인천광역시 미추홀구 주안동","18-154","0018","0154","주안빌라","42.36","25.28","202009","27","7,450","1","1991","주염로28번길 14-1"
"인천광역시 미추홀구 주안동","492-5","0492","0005","청호아트빌","35.32","17.58","202009","17","10,000","4","2002","남주길147번길 14-38"
"인천광역시 미추홀구 주안동","112-9","0112","0009","크라운","50.36","12.87","202009","10","16,600","7","2013","주안중로50번길 27-13"
"인천광역시 미추홀구 주안동","1417-84","1417","0084","태원맨션2차","56.82","26.35","202009","16","10,200","-1","2001","인주대로319번길 6"
"인천광역시 미추홀구 주안동","57-6","0057","0006","퍼스트팰리스","68.64","10.54","202009","18","17,000","11","2016","경원대로875번길 48"
