no,city,gugun,dong,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
1305,서울특별시,강서구,화곡동,914-23,914,23,화곡프라임,전세,19.87,202009,14,8500,0,10,2012,곰달래로22길 33
1306,서울특별시,강서구,화곡동,396-4,396,4,화성빌라1차,전세,63.9,202009,14,19425,0,3,2000,강서로18마길 24-4
1307,서울특별시,강서구,화곡동,61-112,61,112,화성빌라36차,전세,53.3,202009,20,15000,0,1,2001,까치산로10길 39
1308,서울특별시,강서구,화곡동,410-296,410,296,화성빌라41차,전세,52.555,202009,23,13500,0,3,2001,초록마을로28길 9
1309,서울특별시,강서구,화곡동,56-323,56,323,화성빌라A동(56-323),전세,41.7,202009,25,12000,0,1,2001,초록마을로18길 7
1310,서울특별시,강서구,화곡동,56-325,56,325,화성빌라C동(56-325),전세,46.06,202009,28,12500,0,1,2001,초록마을로18길 9-1
1311,서울특별시,강서구,화곡동,56-237,56,237,화성빌라D동,전세,50.15,202009,3,17300,0,2,2002,초록마을로26길 35-10
1312,서울특별시,강서구,화곡동,368-11,368,11,화원그린맨션,전세,58.58,202009,9,10000,0,2,1997,가로공원로82길 5-6
1313,서울특별시,강서구,화곡동,1102,1102,0,환희타운가동,전세,48,202009,23,17000,0,3,2002,우장산로 115-7
1314,서울특별시,강서구,화곡동,410-243,410,243,황금빌라,전세,36.64,202009,8,10500,0,1,1991,초록마을로 118
1315,서울특별시,강서구,화곡동,77-38,77,38,황용빌라(77-38),전세,57.81,202009,12,17500,0,3,2001,우현로 30-19
1316,서울특별시,강서구,화곡동,105-480,105,480,황제그랜드파크,전세,44.55,202009,19,16200,0,3,2008,까치산로4다길 34
1317,서울특별시,강서구,화곡동,100-46,100,46,효신빌라,전세,50.58,202009,15,12000,0,4,1993,초록마을로6길 51
1318,서울특별시,강서구,화곡동,105-35,105,35,흥성파크빌라,전세,46.23,202009,1,14500,0,4,2000,까치산로4길 30-13
1319,서울특별시,관악구,남현동,1067-6,1067,6,(1067-6),전세,29.34,202009,5,16000,0,3,1991,남현4길 6
1320,서울특별시,관악구,남현동,602-365,602,365,602-365,월세,53.64,202009,10,1000,40,2,2015,승방3길 2
1321,서울특별시,관악구,남현동,1064-23,1064,23,CS타운B동,전세,13.56,202009,8,15400,0,3,2015,남현3길 39
1322,서울특별시,관악구,남현동,1064-23,1064,23,CS타운B동,전세,28.33,202009,26,15500,0,3,2015,남현3길 39
1323,서울특별시,관악구,남현동,602-59,602,59,금성,월세,12.95,202009,21,1000,55,5,2013,승방6길 2
1324,서울특별시,관악구,남현동,1054-41,1054,41,남광센트빌,전세,38.68,202009,15,40000,0,3,2020,남부순환로256길 13-1
1325,서울특별시,관악구,남현동,1054-41,1054,41,남광센트빌,전세,28.17,202009,16,32800,0,3,2020,남부순환로256길 13-1
1326,서울특별시,관악구,남현동,1054-41,1054,41,남광센트빌,전세,38.32,202009,25,39000,0,2,2020,남부순환로256길 13-1
1327,서울특별시,관악구,남현동,602-238,602,238,네스코,월세,12.71,202009,7,2000,49,3,2012,승방3길 1
1328,서울특별시,관악구,남현동,1061-13,1061,13,네스코 로와,월세,11.68,202009,15,1000,60,5,2020,남현1길 68-1
1329,서울특별시,관악구,남현동,602-54,602,54,네스코 승방,전세,56.27,202009,17,44500,0,8,2016,승방6길 18
1330,서울특별시,관악구,남현동,602-108,602,108,네스코(602-108),전세,35.96,202009,28,28950,0,6,2014,승방길 88
1331,서울특별시,관악구,남현동,602-249,602,249,네스코빌(602-249),월세,28.08,202009,14,10000,60,6,2014,승방1길 17
1332,서울특별시,관악구,남현동,602-249,602,249,네스코빌(602-249),월세,27.72,202009,18,1500,65,2,2014,승방1길 17
1333,서울특별시,관악구,남현동,1068-4,1068,4,늘사랑교회,전세,49.09,202009,1,17000,0,2,1996,남부순환로262길 21
1334,서울특별시,관악구,남현동,1070-22,1070,22,늘푸른빌,월세,61.02,202009,15,15000,55,3,2008,남현4길 62
1335,서울특별시,관악구,남현동,1070-22,1070,22,늘푸른빌,월세,61.02,202009,15,15000,55,3,2008,남현4길 62
1336,서울특별시,관악구,남현동,602-119,602,119,늘해랑,월세,28.8,202009,28,15000,35,1,2012,승방길 77
1337,서울특별시,관악구,남현동,1068-21,1068,21,메종슈에뜨M,월세,20.46,202009,2,18000,10,3,2018,남현4길 18
1338,서울특별시,관악구,남현동,1068-21,1068,21,메종슈에뜨M,전세,29.81,202009,2,32000,0,3,2018,남현4길 18
1339,서울특별시,관악구,남현동,1068-21,1068,21,메종슈에뜨M,전세,19.83,202009,23,20000,0,3,2018,남현4길 18
1340,서울특별시,관악구,남현동,1066-8,1066,8,목양관,전세,37.72,202009,22,17000,0,2,2002,남현3길 9-7
1341,서울특별시,관악구,남현동,1055-21,1055,21,삼성타운,전세,47.06,202009,4,23000,0,1,1997,남부순환로262길 10-11
1342,서울특별시,관악구,남현동,1068-39,1068,39,선영아트빌,월세,66.96,202009,2,24000,30,4,2010,남현4길 16
1343,서울특별시,관악구,남현동,1079-17,1079,17,예술인빌라,전세,65.78,202009,14,35000,0,2,1994,남현6길 37
1344,서울특별시,관악구,남현동,1070-9,1070,9,이에스하임,전세,45.14,202009,4,36000,0,4,2016,남현2길 87
1345,서울특별시,관악구,남현동,1083-16,1083,16,정선하이빌,월세,72.92,202009,29,17109,54,4,2007,남현3가길 12
1346,서울특별시,관악구,남현동,602-79,602,79,창영블루빌,월세,19.48,202009,10,6000,40,4,2016,승방10길 14
1347,서울특별시,관악구,남현동,1053-8,1053,8,팰리스타운,전세,47.6,202009,7,38000,0,1,2015,남부순환로260길 42
1348,서울특별시,관악구,남현동,1082-33,1082,33,한샘빌라,전세,17.6,202009,6,18000,0,4,2018,남현6길 13
1349,서울특별시,관악구,남현동,1079-34,1079,34,해담채,월세,9.05,202009,28,1000,45,4,2020,남현6길 31
1350,서울특별시,관악구,남현동,1082-16,1082,16,화목빌리지(1082-16),전세,51.75,202009,21,28000,0,3,2013,남현8길 8-6
1351,서울특별시,관악구,남현동,602-286,602,286,화신빌라,전세,98.46,202009,1,42000,0,2,1997,승방1길 95
1352,서울특별시,관악구,봉천동,100-324,100,324,(100-324),전세,51.28,202009,10,25000,0,2,2014,행운6길 2
1353,서울특별시,관악구,봉천동,1573-13,1573,13,(1573-13),전세,44.02,202009,17,23500,0,1,1991,쑥고개로24길 3
1354,서울특별시,관악구,봉천동,1622-28,1622,28,(1622-28),전세,45.3,202009,4,5000,0,3,2003,관악로10길 73
1355,서울특별시,관악구,봉천동,1645-54,1645,54,(1645-54),월세,21.71,202009,2,5000,35,3,2012,인헌9길 25
1356,서울특별시,관악구,봉천동,1652-11,1652,11,(1652-11),월세,39.09,202009,22,5000,60,2,2004,인헌1길 52
1357,서울특별시,관악구,봉천동,1667-60,1667,60,(1667-60),월세,29.97,202009,15,20000,25,2,2016,봉천로55길 9
1358,서울특별시,관악구,봉천동,1709-10,1709,10,(1709-10),전세,44.54,202009,18,6000,0,3,1995,낙성대역3길 6-16
1359,서울특별시,관악구,봉천동,1711-14,1711,14,(1711-14),월세,17.82,202009,11,7000,13,2,2000,남부순환로246다길 30
1360,서울특별시,관악구,봉천동,173-24,173,24,(173-24),전세,41.02,202009,17,13500,0,1,1986,인헌1다길 27-3
1361,서울특별시,관악구,봉천동,178-4,178,4,(178-4),월세,31.94,202009,21,2000,58,3,1991,인헌13길 30
1362,서울특별시,관악구,봉천동,180-360,180,360,(180-360),월세,35.22,202009,7,10000,40,3,2017,인헌14길 33
1363,서울특별시,관악구,봉천동,180-360,180,360,(180-360),월세,35.22,202009,26,2000,84,2,2017,인헌14길 33
1364,서울특별시,관악구,봉천동,196-126,196,126,(196-126),월세,34.08,202009,12,2000,44,3,2006,낙성대역8길 9
1365,서울특별시,관악구,봉천동,458-71,458,71,(458-71),전세,35.91,202009,8,30000,0,4,2014,은천로 138
1366,서울특별시,관악구,봉천동,635-3,635,3,(635-3),전세,24.49,202009,22,16000,0,4,2015,국회단지길 136-14
1367,서울특별시,관악구,봉천동,635-3,635,3,(635-3),전세,24.49,202009,26,17000,0,5,2015,국회단지길 136-14
1368,서울특별시,관악구,봉천동,670-80,670,80,(670-80),전세,20.61,202009,1,7000,0,4,2007,봉천로13가길 23
1369,서울특별시,관악구,봉천동,716-2,716,2,(716-2),전세,24.25,202009,16,15500,0,3,2014,보라매로6길 42
1370,서울특별시,관악구,봉천동,905-31,905,31,(905-31),전세,60.32,202009,16,20000,0,2,2002,은천로10길 35
1371,서울특별시,관악구,봉천동,196-67,196,67,196-67,전세,29.61,202009,24,23000,0,3,2014,낙성대역16길 14
1372,서울특별시,관악구,봉천동,196-67,196,67,196-67,전세,29.36,202009,26,21000,0,1,2014,낙성대역16길 14
1373,서울특별시,관악구,봉천동,635-468,635,468,635-468,전세,24.86,202009,4,12600,0,2,2014,국회단지13길 22
1374,서울특별시,관악구,봉천동,180-163,180,163,광동빌라,전세,66.16,202009,19,8500,0,4,2001,인헌19길 14
1375,서울특별시,관악구,봉천동,890-5,890,5,광성주택,월세,13.12,202009,11,500,40,1,2012,양녕로6길 24
1376,서울특별시,관악구,봉천동,635-312,635,312,궁전아트빌라,전세,54.55,202009,23,18000,0,2,1992,국회단지8길 25
1377,서울특별시,관악구,봉천동,649-189,649,189,금강빌라,전세,71.04,202009,12,16000,0,2,1985,봉천로21나길 11
1378,서울특별시,관악구,봉천동,635-689,635,689,기린아트빌라2,전세,43.1,202009,12,13000,0,4,1993,국회단지13길 28
1379,서울특별시,관악구,봉천동,635-689,635,689,기린아트빌라2,전세,43.1,202009,12,13000,0,4,1993,국회단지13길 28
1380,서울특별시,관악구,봉천동,635-689,635,689,기린아트빌라2,전세,43.1,202009,12,13000,0,4,1993,국회단지13길 28
1381,서울특별시,관악구,봉천동,673-92,673,92,늘푸른숲,전세,40.65,202009,1,28500,0,5,2017,봉천로13나길 51-3
1382,서울특별시,관악구,봉천동,900-42,900,42,다산빌라,전세,63.7,202009,18,20000,0,3,2001,봉천로33가길 25-13
1383,서울특별시,관악구,봉천동,964-25,964,25,다세대주택(964-25),월세,33.34,202009,19,50,125,2,2019,봉천로23나길 19
1384,서울특별시,관악구,봉천동,1620-12,1620,12,대선빌,전세,45.99,202009,18,29000,0,2,2014,봉천로 542-1
1385,서울특별시,관악구,봉천동,924-43,924,43,대영센스빌(924-43),월세,36.52,202009,21,11000,35,2,2002,양녕로1길 37
1386,서울특별시,관악구,봉천동,717-1,717,1,대용주택,전세,69.21,202009,9,21500,0,5,2004,당곡6길 37-5
1387,서울특별시,관악구,봉천동,685-24,685,24,대지빌라,월세,40,202009,8,2000,80,3,1991,당곡2길 41-7
1388,서울특별시,관악구,봉천동,1614-13,1614,13,대진연립,월세,21.69,202009,2,300,30,2,1977,남부순환로230길 63
1389,서울특별시,관악구,봉천동,958-30,958,30,덕환빌라,전세,48.09,202009,5,18000,0,2,2004,남부순환로 1665-28
1390,서울특별시,관악구,봉천동,1714-1,1714,1,도원맨션(B),월세,58.24,202009,16,13000,65,2,2004,봉천로 356
1391,서울특별시,관악구,봉천동,1585-15,1585,15,동명빌라,전세,51.41,202009,9,17300,0,1,1995,관악로11길 57
1392,서울특별시,관악구,봉천동,180-76,180,76,로제하우스(180-76),월세,23.99,202009,20,25000,27,6,2016,인헌12나길 9
1393,서울특별시,관악구,봉천동,180-47,180,47,로제하우스(4차),전세,61.66,202009,15,16000,0,-1,2004,인헌12길 21
1394,서울특별시,관악구,봉천동,1650-27,1650,27,롯데하이클라스빌,전세,47.6,202009,18,20400,0,4,2007,인헌1나길 25
1395,서울특별시,관악구,봉천동,196-260,196,260,리치빌,월세,17.63,202009,2,5000,39,4,2014,낙성대역길 70
1396,서울특별시,관악구,봉천동,1650-26,1650,26,리치홈,전세,48.64,202009,25,29000,0,4,2017,인헌1다길 22
1397,서울특별시,관악구,봉천동,1650-26,1650,26,리치홈,월세,20.43,202009,29,13000,5,3,2017,인헌1다길 22
1398,서울특별시,관악구,봉천동,1605-27,1605,27,보눼르타운7차,전세,39.97,202009,1,30000,0,4,2015,남부순환로228길 60-5
1399,서울특별시,관악구,봉천동,660-44,660,44,보성빌리지,전세,51.76,202009,7,30000,0,4,2018,봉천로21길 34
1400,서울특별시,관악구,봉천동,660-44,660,44,보성빌리지,전세,58.42,202009,15,30000,0,2,2018,봉천로21길 34
1401,서울특별시,관악구,봉천동,685-68,685,68,봉일빌라,전세,76.95,202009,17,25000,0,3,1991,당곡2길 65
1402,서울특별시,관악구,봉천동,1533-1,1533,1,서안주택,전세,84.53,202009,19,30000,0,3,1994,장군봉7길 2
1403,서울특별시,관악구,봉천동,909-19,909,19,선우빌리지2동,전세,71.6,202009,11,30000,0,2,2002,봉천로35길 20-6
1404,서울특별시,관악구,봉천동,672-3,672,3,선우아트빌A,전세,72.63,202009,12,30000,0,3,2004,봉천로13나길 35-9
1405,서울특별시,관악구,봉천동,180-175,180,175,세하빌라,전세,55.35,202009,1,20000,0,3,1993,인헌19길 26
1406,서울특별시,관악구,봉천동,180-315,180,315,세화빌라,전세,55.55,202009,1,18000,0,3,1993,인헌16가길 22
1407,서울특별시,관악구,봉천동,935-18,935,18,솔빛그린빌,전세,56.31,202009,28,29000,0,4,2003,봉천로29길 33
1408,서울특별시,관악구,봉천동,649-93,649,93,수정그린빌,월세,62.81,202009,10,5000,75,2,2001,봉천로21나길 19-14
1409,서울특별시,관악구,봉천동,100-297,100,297,수정빌라,월세,43.61,202009,13,2000,75,2,2003,행운6길 15
1410,서울특별시,관악구,봉천동,Jun-43,43,6,아트리움(43-6),전세,26.07,202009,25,23000,0,11,2017,관악로25길 5-8
1411,서울특별시,관악구,봉천동,180-322,180,322,우림빌라5차,전세,50.92,202009,5,17850,0,2,1993,인헌16가길 6
1412,서울특별시,관악구,봉천동,1654-15,1654,15,우영ArteVill,전세,29.5,202009,8,25700,0,4,2018,인헌1길 55
1413,서울특별시,관악구,봉천동,1654-15,1654,15,우영ArteVill,전세,29.59,202009,9,28800,0,6,2018,인헌1길 55
1414,서울특별시,관악구,봉천동,1654-15,1654,15,우영ArteVill,전세,29.83,202009,18,27300,0,3,2018,인헌1길 55
1415,서울특별시,관악구,봉천동,1654-15,1654,15,우영ArteVill,전세,29.59,202009,24,28800,0,6,2018,인헌1길 55
1416,서울특별시,관악구,봉천동,196-250,196,250,운산빌라,전세,61.35,202009,17,23000,0,1,1992,낙성대역4길 2
1417,서울특별시,관악구,봉천동,196-148,196,148,유진하이츠빌라,전세,45.36,202009,7,21000,0,2,1991,낙성대역10길 32
1418,서울특별시,관악구,봉천동,635-427,635,427,은하수빌,전세,27.995,202009,18,18700,0,2,2013,국회단지19길 21
1419,서울특별시,관악구,봉천동,1604-33,1604,33,일주하우스,전세,43.13,202009,26,32000,0,2,2016,관악로6길 94
1420,서울특별시,관악구,봉천동,685-75,685,75,장미,전세,39.84,202009,25,21000,0,4,2007,당곡2길 107
1421,서울특별시,관악구,봉천동,1691-1,1691,1,장미빌라(가)(나),전세,52.23,202009,16,23500,0,2,1987,남부순환로249길 26
1422,서울특별시,관악구,봉천동,1-264,1,264,쟈스민빌라나동,전세,37.66,202009,3,9000,0,2,1992,청림3다길 21
1423,서울특별시,관악구,봉천동,180-300,180,300,정다운빌라,전세,54.98,202009,3,15500,0,1,1987,인헌16가길 41
1424,서울특별시,관악구,봉천동,178-264,178,264,제일빌라(178-264),전세,38.13,202009,10,14000,0,1,2002,인헌13길 12-11
1425,서울특별시,관악구,봉천동,100-82,100,82,조은빌라,전세,52.48,202009,12,24100,0,1,1995,행운5길 25
1426,서울특별시,관악구,봉천동,41-135,41,135,주하아트빌,전세,46.99,202009,9,32000,0,4,2017,은천로35길 33-10
1427,서울특별시,관악구,봉천동,196-53,196,53,청구빌라트(196-53),월세,58.9,202009,3,6000,80,3,2002,낙성대역18길 20
1428,서울특별시,관악구,봉천동,918-1,918,1,청록빌라,전세,51.03,202009,24,15000,0,2,1993,쑥고개로11길 10
1429,서울특별시,관악구,봉천동,713-118,713,118,태경6차,전세,24.08,202009,9,12600,0,3,2018,당곡6나길 37
1430,서울특별시,관악구,봉천동,713-109,713,109,태경빌,전세,42.61,202009,21,18900,0,3,2015,당곡6길 86
1431,서울특별시,관악구,봉천동,180-32,180,32,하선제,월세,47.9,202009,16,20000,20,3,2014,인헌12길 34
1432,서울특별시,관악구,봉천동,883-4,883,4,하임S,월세,11.97,202009,11,3000,50,8,2018,남부순환로 1790
1433,서울특별시,관악구,봉천동,649-90,649,90,한결빌라,전세,52.31,202009,1,13000,0,3,1991,봉천로21나길 27-29
1434,서울특별시,관악구,봉천동,50-166,50,166,한양빌라,전세,59.94,202009,24,25000,0,2,1990,은천로30길 18
1435,서울특별시,관악구,봉천동,647-182,647,182,현대맨션,전세,37.62,202009,5,5500,0,4,1993,봉천로23바길 15
1436,서울특별시,관악구,봉천동,1515-1,1515,1,현대빌라가(1515-1),월세,60.24,202009,5,5000,80,1,1994,양녕로6다길 16
1437,서울특별시,관악구,봉천동,180-57,180,57,화인빌리지,전세,61.83,202009,1,25700,0,2,2003,인헌12다길 12
1438,서울특별시,관악구,봉천동,1603-9,1603,9,황금빌,전세,29.96,202009,1,25000,0,3,2018,남부순환로226길 23-10
1439,서울특별시,관악구,신림동,120-44,120,44,(120-44),전세,36.9,202009,4,11500,0,-1,1996,신림로28길 49
1440,서울특별시,관악구,신림동,1430-27,1430,27,(1430-27),전세,37.91,202009,10,18000,0,5,2001,신림동2길 11
1441,서울특별시,관악구,신림동,1432-58,1432,58,(1432-58),전세,14.52,202009,4,7000,0,5,2009,신림로65길 16-10
1442,서울특별시,관악구,신림동,1439-24,1439,24,(1439-24),전세,11.59,202009,3,19000,0,5,2020,관천로16길 50
1443,서울특별시,관악구,신림동,1439-24,1439,24,(1439-24),전세,11.93,202009,7,17500,0,7,2020,관천로16길 50
1444,서울특별시,관악구,신림동,1439-24,1439,24,(1439-24),전세,11.81,202009,15,17000,0,8,2020,관천로16길 50
1445,서울특별시,관악구,신림동,1439-24,1439,24,(1439-24),전세,11.17,202009,15,18000,0,7,2020,관천로16길 50
1446,서울특별시,관악구,신림동,1439-24,1439,24,(1439-24),전세,11.81,202009,15,17000,0,7,2020,관천로16길 50
1447,서울특별시,관악구,신림동,251-236,251,236,(251-236),전세,29.88,202009,28,19500,0,2,2016,신림로11길 123-8
1448,서울특별시,관악구,신림동,255-120,255,120,(255-120),전세,66.6,202009,20,18000,0,3,1991,대학18길 20-6
1449,서울특별시,관악구,신림동,306-52,306,52,(306-52),전세,42.635,202009,27,17000,0,4,2014,호암로18가길 28
1450,서울특별시,관악구,신림동,306-52,306,52,(306-52),전세,28.5,202009,27,15000,0,5,2014,호암로18가길 28
1451,서울특별시,관악구,신림동,409-151,409,151,(409-151),전세,52.5,202009,19,11000,0,1,1981,서원10길 8
1452,서울특별시,관악구,신림동,409-256,409,256,(409-256),전세,67.29,202009,8,17000,0,1,1990,서원10길 2
1453,서울특별시,관악구,신림동,409-323,409,323,(409-323),전세,36.8,202009,2,10000,0,1,1990,서원길 27-15
1454,서울특별시,관악구,신림동,415-20,415,20,(415-20),전세,50.7,202009,4,20000,0,4,2004,문성로32길 34-3
1455,서울특별시,관악구,신림동,468-1,468,1,(468-1),전세,27.78,202009,17,19050,0,4,2014,조원로 170
1456,서울특별시,관악구,신림동,468-1,468,1,(468-1),전세,27.78,202009,17,19100,0,4,2014,조원로 170
1457,서울특별시,관악구,신림동,511-7,511,7,(511-7),전세,46.8,202009,21,21000,0,3,2014,남부순환로151길 40-3
1458,서울특별시,관악구,신림동,511-7,511,7,(511-7),전세,46.8,202009,21,20500,0,2,2014,남부순환로151길 40-3
1459,서울특별시,관악구,신림동,567-30,567,30,(567-30),전세,57.3,202009,14,25100,0,2,2015,조원중앙로2길 45
1460,서울특별시,관악구,신림동,567-30,567,30,(567-30),전세,57.3,202009,23,25000,0,3,2015,조원중앙로2길 45
1461,서울특별시,관악구,신림동,92-240,92,240,(92-240),월세,31.17,202009,28,1000,55,2,1990,신림로44가길 19
1462,서울특별시,관악구,신림동,94-179,94,179,(94-179),전세,48.8,202009,6,19000,0,3,1991,쑥고개로1가길 13
1463,서울특별시,관악구,신림동,1429-19,1429,19,1429-19,전세,29.58,202009,9,22000,0,5,2016,신림로71길 6-6
1464,서울특별시,관악구,신림동,1429-19,1429,19,1429-19,전세,29.81,202009,25,22000,0,7,2016,신림로71길 6-6
1465,서울특별시,관악구,신림동,641-15,641,15,641-15,전세,41.21,202009,13,24000,0,3,2015,난곡로26길 46
1466,서울특별시,관악구,신림동,650-54,650,54,CG아름채(1단지),전세,58.15,202009,24,30000,0,3,2019,난곡로24라길 21
1467,서울특별시,관악구,신림동,1417-21,1417,21,J.K하우스,전세,11.56,202009,2,12000,0,6,2012,신림로70길 40
1468,서울특별시,관악구,신림동,1430-24,1430,24,J2tower,월세,15.51,202009,25,1000,60,4,2014,신림동2길 19
1469,서울특별시,관악구,신림동,1432-101,1432,101,JC STUDIO,월세,20.59,202009,14,9000,35,11,2018,신림로65길 16-15
1470,서울특별시,관악구,신림동,1432-101,1432,101,JC STUDIO,월세,18.24,202009,17,1000,71,10,2018,신림로65길 16-15
1471,서울특별시,관악구,신림동,1421-43,1421,43,THE LIME,전세,14.09,202009,26,20000,0,10,2020,남부순환로181길 15
1472,서울특별시,관악구,신림동,1413-33,1413,33,가온누리,월세,17.67,202009,16,300,45,5,2015,신림로66길 60
1473,서울특별시,관악구,신림동,108-14,108,14,고원빌라트,월세,28.5,202009,17,500,42,1,1995,신림로30길 17-18
1474,서울특별시,관악구,신림동,108-14,108,14,고원빌라트,월세,28.5,202009,17,500,42,1,1995,신림로30길 17-18
1475,서울특별시,관악구,신림동,460-4,460,4,관악빌라,월세,43.47,202009,19,12000,40,4,2002,관천로 105
1476,서울특별시,관악구,신림동,744-21,744,21,기수빌라,월세,40.66,202009,12,14600,10,3,1993,미성8길 5
1477,서울특별시,관악구,신림동,501-21,501,21,네모하우스,전세,26.5,202009,12,26400,0,5,2018,난곡로74길 37
1478,서울특별시,관악구,신림동,704-20,704,20,다원아트빌(704-20),전세,36.68,202009,14,23000,0,5,2015,난곡로 175-4
1479,서울특별시,관악구,신림동,75-24,75,24,대동빌라,월세,49.12,202009,28,4000,65,3,2002,남부순환로180길 34-5
1480,서울특별시,관악구,신림동,481-5,481,5,대성빌딩,전세,52.56,202009,22,29500,0,4,1995,조원로 154
1481,서울특별시,관악구,신림동,412-369,412,369,대성빌라B,월세,36.06,202009,21,11000,5,2,1989,문성로38길 69-11
1482,서울특별시,관악구,신림동,1439-36,1439,36,더집(The ZIP),월세,15.52,202009,24,500,57,4,2012,관천로16길 64
1483,서울특별시,관악구,신림동,1477-12,1477,12,도레맨션,전세,43.29,202009,26,26200,0,7,2016,난곡로51길 21
1484,서울특별시,관악구,신림동,10-422,10,422,동문타운,월세,41.28,202009,19,10000,40,1,1996,남부순환로200가길 32
1485,서울특별시,관악구,신림동,409-146,409,146,동방빌리지7차마동,전세,38.52,202009,7,13000,0,1,1989,서원10길 1
1486,서울특별시,관악구,신림동,409-330,409,330,동방파레스사동,월세,25.74,202009,15,500,35,4,1993,서원5길 36
1487,서울특별시,관악구,신림동,409-330,409,330,동방파레스사동,월세,36.18,202009,19,12000,5,3,1993,서원5길 36
1488,서울특별시,관악구,신림동,1678-38,1678,38,동부에이스빌,전세,41.34,202009,4,20000,0,5,2012,법원단지14길 21-7
1489,서울특별시,관악구,신림동,598-93,598,93,동아가동,월세,52.89,202009,22,7000,40,1,1982,법원단지5다길 1
1490,서울특별시,관악구,신림동,613-1,613,1,드림타운,전세,20.46,202009,1,23000,0,7,2020,법원단지2길 14
1491,서울특별시,관악구,신림동,613-1,613,1,드림타운,전세,20.46,202009,1,23000,0,7,2020,법원단지2길 14
1492,서울특별시,관악구,신림동,613-1,613,1,드림타운,전세,20.46,202009,7,23000,0,8,2020,법원단지2길 14
1493,서울특별시,관악구,신림동,613-1,613,1,드림타운,전세,21.26,202009,18,23000,0,6,2020,법원단지2길 14
1494,서울특별시,관악구,신림동,652-10,652,10,라임카운티,전세,28.52,202009,20,23400,0,3,2018,난곡로26마길 28
1495,서울특별시,관악구,신림동,517-20,517,20,라헨느빌(517-20),월세,13.89,202009,22,300,33,5,2011,신사로10길 12
1496,서울특별시,관악구,신림동,522-6,522,6,래미안,전세,25.48,202009,21,18000,0,2,2011,조원로20길 29
1497,서울특별시,관악구,신림동,598-84,598,84,로얄하이츠,전세,57.24,202009,25,19600,0,-1,2016,법원단지5라길 3
1498,서울특별시,관악구,신림동,706-79,706,79,로하스하임C,전세,29.79,202009,7,27000,0,2,2017,난곡로35가길 19
1499,서울특별시,관악구,신림동,533-8,533,8,리챈트,전세,19.95,202009,5,18000,0,2,2012,조원로19길 8-10
1500,서울특별시,관악구,신림동,533-8,533,8,리챈트,전세,19.95,202009,5,18000,0,2,2012,조원로19길 8-10
1501,서울특별시,관악구,신림동,1463-35,1463,35,리츠오피스텔&도시형생활주택,전세,14.31,202009,25,8400,0,5,2014,관천로10길 11-4
1502,서울특별시,관악구,신림동,1488-18,1488,18,메트로타운8차,전세,42.06,202009,12,33000,0,2,2017,난곡로61길 43
1503,서울특별시,관악구,신림동,1488-18,1488,18,메트로타운8차,월세,26.77,202009,25,1000,70,5,2017,난곡로61길 43
1504,서울특별시,관악구,신림동,1662-7,1662,7,문경재,전세,20.74,202009,11,20000,0,2,2020,시흥대로164길 18
1505,서울특별시,관악구,신림동,1662-7,1662,7,문경재,전세,19.99,202009,19,20000,0,4,2020,시흥대로164길 18
1506,서울특별시,관악구,신림동,1662-7,1662,7,문경재,전세,19.85,202009,28,20000,0,5,2020,시흥대로164길 18
1507,서울특별시,관악구,신림동,550-22,550,22,문화빌라,전세,45.12,202009,20,18000,0,2,2001,조원로13길 37
1508,서울특별시,관악구,신림동,462-30,462,30,민현아트빌,전세,43.42,202009,22,25000,0,2,2001,관천로15길 9
1509,서울특별시,관악구,신림동,1710-4,1710,4,보라매116동,월세,59.68,202009,18,20000,10,2,2000,관천로22길 9-6
1510,서울특별시,관악구,신림동,1710-4,1710,4,보라매116동,월세,59.68,202009,18,20000,10,2,2000,관천로22길 9-6
1511,서울특별시,관악구,신림동,468-8,468,8,본스페이스,전세,26.7,202009,11,28000,0,4,2020,조원로 180
1512,서울특별시,관악구,신림동,468-8,468,8,본스페이스,전세,25.72,202009,18,26600,0,6,2020,조원로 180
1513,서울특별시,관악구,신림동,468-8,468,8,본스페이스,전세,26.53,202009,22,28000,0,2,2020,조원로 180
1514,서울특별시,관악구,신림동,468-8,468,8,본스페이스,전세,26.7,202009,28,28000,0,4,2020,조원로 180
1515,서울특별시,관악구,신림동,610-339,610,339,비나리움1차(610-339),전세,35.07,202009,29,24400,0,5,2017,법원단지33길 5
1516,서울특별시,관악구,신림동,98-82,98,82,산마루빌(98-82),전세,19.06,202009,25,18900,0,4,2016,복은14길 17
1517,서울특별시,관악구,신림동,306-1,306,1,삼성그린타운(306-1),전세,74.35,202009,19,19000,0,1,1999,호암로18길 36
1518,서울특별시,관악구,신림동,306-1,306,1,삼성그린타운(306-1),전세,74.35,202009,19,3000,0,1,1999,호암로18길 36
1519,서울특별시,관악구,신림동,306-34,306,34,삼성맨션,전세,61.26,202009,28,13000,0,2,1997,호암로18나길 17
1520,서울특별시,관악구,신림동,735-3,735,3,삼천리열망빌라,월세,47.5,202009,14,500,55,1,1986,미성길 148
1521,서울특별시,관악구,신림동,1439-30,1439,30,삼협필하우스-Ⅵ,월세,11.42,202009,19,1000,43,5,2012,관천로16길 60-4
1522,서울특별시,관악구,신림동,1563-5,1563,5,삼화빌라,월세,46.84,202009,14,1000,40,2,1992,미성7길 28
